"Date(UTC)","Value"
"6/7/2021 3:44:00 PM","152220"
"6/7/2021 3:45:00 PM","152741"
"6/7/2021 3:46:00 PM","152221"
"6/7/2021 3:47:00 PM","153007"
"6/7/2021 3:48:00 PM","153191"
"6/7/2021 3:49:00 PM","153615"
"6/7/2021 3:50:00 PM","153859"
"6/7/2021 3:51:00 PM","153894"
"6/7/2021 3:52:00 PM","153606"
"6/7/2021 3:53:00 PM","153584"
"6/7/2021 3:54:00 PM","154225"
"6/7/2021 3:55:00 PM","154430"
"6/7/2021 3:56:00 PM","154284"
"6/7/2021 3:57:00 PM","154249"
"6/7/2021 3:58:00 PM","154374"
"6/7/2021 3:59:00 PM","154348"
"6/7/2021 4:00:00 PM","154522"
"6/7/2021 4:01:00 PM","154301"
"6/7/2021 4:02:00 PM","153718"
"6/7/2021 4:03:00 PM","153762"
"6/7/2021 4:04:00 PM","153737"
"6/7/2021 4:05:00 PM","154266"
"6/7/2021 4:06:00 PM","155168"
"6/7/2021 4:07:00 PM","153557"
"6/7/2021 4:08:00 PM","153888"
"6/7/2021 4:09:00 PM","154204"
"6/7/2021 4:10:00 PM","154265"
"6/7/2021 4:11:00 PM","154173"
"6/7/2021 4:12:00 PM","154436"
"6/7/2021 4:13:00 PM","154698"
"6/7/2021 4:14:00 PM","154676"
"6/7/2021 4:15:00 PM","155044"
"6/7/2021 4:16:00 PM","154704"
"6/7/2021 4:17:00 PM","155631"
"6/7/2021 4:18:00 PM","155896"
"6/7/2021 4:19:00 PM","156019"
"6/7/2021 4:20:00 PM","155905"
"6/7/2021 4:21:00 PM","156257"
"6/7/2021 4:22:00 PM","156768"
"6/7/2021 4:23:00 PM","156408"
"6/7/2021 4:24:00 PM","156686"
"6/7/2021 4:25:00 PM","157280"
"6/7/2021 4:26:00 PM","157793"
"6/7/2021 4:27:00 PM","157918"
"6/7/2021 4:28:00 PM","158222"
"6/7/2021 4:29:00 PM","158257"
"6/7/2021 4:30:00 PM","158752"
"6/7/2021 4:31:00 PM","158606"
"6/7/2021 4:32:00 PM","158953"
"6/7/2021 4:33:00 PM","158593"
"6/7/2021 4:34:00 PM","158350"
"6/7/2021 4:35:00 PM","158010"
"6/7/2021 4:36:00 PM","158234"
"6/7/2021 4:37:00 PM","158168"
"6/7/2021 4:38:00 PM","158158"
"6/7/2021 4:39:00 PM","158495"
"6/7/2021 4:40:00 PM","158581"
"6/7/2021 4:41:00 PM","158251"
"6/7/2021 4:42:00 PM","158185"
"6/7/2021 4:43:00 PM","158412"
"6/7/2021 4:44:00 PM","158846"
"6/7/2021 4:45:00 PM","158863"
"6/7/2021 4:46:00 PM","159135"
"6/7/2021 4:47:00 PM","159822"
"6/7/2021 4:48:00 PM","159698"
"6/7/2021 4:49:00 PM","159907"
"6/7/2021 4:50:00 PM","160241"
"6/7/2021 4:51:00 PM","160671"
"6/7/2021 4:52:00 PM","160993"
"6/7/2021 4:53:00 PM","161318"
"6/7/2021 4:55:00 PM","161334"
"6/7/2021 4:56:00 PM","161325"
"6/7/2021 4:57:00 PM","161830"
"6/7/2021 4:58:00 PM","162225"
"6/7/2021 4:59:00 PM","162179"
"6/7/2021 5:00:00 PM","162127"
"6/7/2021 5:01:00 PM","162739"
"6/7/2021 5:02:00 PM","162576"
"6/7/2021 5:03:00 PM","163222"
"6/7/2021 5:04:00 PM","163435"
"6/7/2021 5:05:00 PM","163739"
"6/7/2021 5:06:00 PM","163452"
"6/7/2021 5:07:00 PM","163727"
"6/7/2021 5:08:00 PM","163922"
"6/7/2021 5:09:00 PM","164373"
"6/7/2021 5:10:00 PM","164971"
"6/7/2021 5:11:00 PM","164345"
"6/7/2021 5:12:00 PM","164946"
"6/7/2021 5:13:00 PM","164673"
"6/7/2021 5:14:00 PM","164462"
"6/7/2021 5:15:00 PM","164292"
"6/7/2021 5:16:00 PM","164444"
"6/7/2021 5:17:00 PM","164908"
"6/7/2021 5:18:00 PM","165310"
"6/7/2021 5:19:00 PM","165377"
"6/7/2021 5:20:00 PM","165141"
"6/7/2021 5:21:00 PM","165433"
"6/7/2021 5:22:00 PM","165417"
"6/7/2021 5:23:00 PM","165171"
"6/7/2021 5:24:00 PM","165542"
"6/7/2021 5:25:00 PM","165954"
"6/7/2021 5:26:00 PM","165867"
"6/7/2021 5:27:00 PM","166197"
"6/7/2021 5:28:00 PM","166165"
"6/7/2021 5:29:00 PM","165495"
"6/7/2021 5:30:00 PM","165764"
"6/7/2021 5:31:00 PM","165553"
"6/7/2021 5:32:00 PM","165219"
"6/7/2021 5:33:00 PM","165827"
"6/7/2021 5:34:00 PM","165515"
"6/7/2021 5:35:00 PM","165676"
"6/7/2021 5:36:00 PM","165650"
"6/7/2021 5:37:00 PM","166361"
"6/7/2021 5:38:00 PM","166254"
"6/7/2021 5:39:00 PM","166604"
"6/7/2021 5:40:00 PM","166720"
"6/7/2021 5:41:00 PM","166668"
"6/7/2021 5:42:00 PM","166925"
"6/7/2021 5:43:00 PM","166804"
"6/7/2021 5:44:00 PM","166816"
"6/7/2021 5:45:00 PM","166534"
"6/7/2021 5:46:00 PM","166411"
"6/7/2021 5:47:00 PM","166703"
"6/7/2021 5:48:00 PM","166845"
"6/7/2021 5:49:00 PM","166840"
"6/7/2021 5:50:00 PM","167914"
"6/7/2021 5:51:00 PM","167913"
"6/7/2021 5:52:00 PM","168436"
"6/7/2021 5:53:00 PM","168468"
"6/7/2021 5:54:00 PM","168750"
"6/7/2021 5:55:00 PM","169121"
"6/7/2021 5:56:00 PM","168785"
"6/7/2021 5:57:00 PM","169600"
"6/7/2021 5:58:00 PM","169388"
"6/7/2021 5:59:00 PM","169731"
"6/7/2021 6:00:00 PM","170253"
"6/7/2021 6:01:00 PM","170799"
"6/7/2021 6:02:00 PM","170641"
"6/7/2021 6:03:00 PM","170384"
"6/7/2021 6:04:00 PM","170998"
"6/7/2021 6:05:00 PM","171244"
"6/7/2021 6:06:00 PM","171464"
"6/7/2021 6:07:00 PM","171718"
"6/7/2021 6:08:00 PM","172210"
"6/7/2021 6:09:00 PM","171303"
"6/7/2021 6:10:00 PM","171749"
"6/7/2021 6:11:00 PM","172388"
"6/7/2021 6:12:00 PM","172737"
"6/7/2021 6:13:00 PM","172387"
"6/7/2021 6:14:00 PM","172703"
"6/7/2021 6:15:00 PM","172381"
"6/7/2021 6:16:00 PM","172216"
"6/7/2021 6:17:00 PM","172527"
"6/7/2021 6:18:00 PM","172826"
"6/7/2021 6:19:00 PM","173060"
"6/7/2021 6:20:00 PM","173025"
"6/7/2021 6:21:00 PM","173375"
"6/7/2021 6:22:00 PM","173703"
"6/7/2021 6:23:00 PM","173960"
"6/7/2021 6:24:00 PM","173581"
"6/7/2021 6:25:00 PM","173667"
"6/7/2021 6:26:00 PM","173329"
"6/7/2021 6:27:00 PM","173171"
"6/7/2021 6:28:00 PM","172850"
"6/7/2021 6:29:00 PM","173184"
"6/7/2021 6:30:00 PM","173613"
"6/7/2021 6:31:00 PM","173014"
"6/7/2021 6:32:00 PM","172035"
"6/7/2021 6:33:00 PM","172138"
"6/7/2021 6:34:00 PM","171716"
"6/7/2021 6:35:00 PM","172110"
"6/7/2021 6:36:00 PM","171947"
"6/7/2021 6:37:00 PM","171725"
"6/7/2021 6:38:00 PM","171756"
"6/7/2021 6:39:00 PM","171904"
"6/7/2021 6:40:00 PM","171976"
"6/7/2021 6:41:00 PM","172001"
"6/7/2021 6:42:00 PM","171520"
"6/7/2021 6:43:00 PM","170735"
"6/7/2021 6:44:00 PM","170707"
"6/7/2021 6:45:00 PM","170481"
"6/7/2021 6:46:00 PM","170357"
"6/7/2021 6:47:00 PM","170351"
"6/7/2021 6:48:00 PM","169432"
"6/7/2021 6:49:00 PM","169857"
"6/7/2021 6:50:00 PM","169977"
"6/7/2021 6:51:00 PM","169670"
"6/7/2021 6:53:00 PM","154028"
"6/7/2021 6:54:00 PM","148864"
"6/7/2021 6:55:00 PM","147976"
"6/7/2021 6:56:00 PM","148164"
"6/7/2021 6:57:00 PM","148557"
"6/7/2021 6:58:00 PM","148710"
"6/7/2021 6:59:00 PM","149007"
"6/7/2021 7:00:00 PM","149459"
"6/7/2021 7:01:00 PM","149617"
"6/7/2021 7:02:00 PM","149648"
"6/7/2021 7:03:00 PM","150041"
"6/7/2021 7:04:00 PM","150107"
"6/7/2021 7:05:00 PM","149883"
"6/7/2021 7:06:00 PM","149152"
"6/7/2021 7:07:00 PM","149310"
"6/7/2021 7:08:00 PM","149737"
"6/7/2021 7:09:00 PM","149649"
"6/7/2021 7:10:00 PM","150018"
"6/7/2021 7:11:00 PM","149940"
"6/7/2021 7:12:00 PM","149913"
"6/7/2021 7:13:00 PM","149996"
"6/7/2021 7:14:00 PM","149942"
"6/7/2021 7:15:00 PM","149873"
"6/7/2021 7:16:00 PM","150425"
"6/7/2021 7:17:00 PM","150506"
"6/7/2021 7:18:00 PM","150380"
"6/7/2021 7:19:00 PM","150395"
"6/7/2021 7:20:00 PM","150696"
"6/7/2021 7:21:00 PM","150202"
"6/7/2021 7:22:00 PM","150172"
"6/7/2021 7:23:00 PM","150380"
"6/7/2021 7:24:00 PM","150343"
"6/7/2021 7:25:00 PM","150827"
"6/7/2021 7:26:00 PM","150755"
"6/7/2021 7:27:00 PM","150860"
"6/7/2021 7:28:00 PM","151411"
"6/7/2021 7:29:00 PM","151473"
"6/7/2021 7:30:00 PM","151394"
"6/7/2021 7:31:00 PM","151230"
"6/7/2021 7:32:00 PM","151367"
"6/7/2021 7:33:00 PM","151240"
"6/7/2021 7:34:00 PM","151261"
"6/7/2021 7:35:00 PM","150546"
"6/7/2021 7:36:00 PM","150720"
"6/7/2021 7:37:00 PM","150995"
"6/7/2021 7:38:00 PM","151299"
"6/7/2021 7:39:00 PM","150413"
"6/7/2021 7:40:00 PM","150612"
"6/7/2021 7:41:00 PM","150278"
"6/7/2021 7:42:00 PM","150547"
"6/7/2021 7:43:00 PM","150427"
"6/7/2021 7:44:00 PM","150079"
"6/7/2021 7:45:00 PM","150424"
"6/7/2021 7:46:00 PM","150267"
"6/7/2021 7:47:00 PM","150669"
"6/7/2021 7:48:00 PM","150755"
"6/7/2021 7:49:00 PM","150696"
"6/7/2021 7:50:00 PM","150738"
"6/7/2021 7:51:00 PM","150487"
"6/7/2021 7:52:00 PM","150622"
"6/7/2021 7:53:00 PM","150928"
"6/7/2021 7:54:00 PM","149831"
"6/7/2021 7:55:00 PM","150154"
"6/7/2021 7:56:00 PM","150066"
"6/7/2021 7:57:00 PM","151506"
"6/7/2021 7:58:00 PM","151236"
"6/7/2021 7:59:00 PM","151657"
"6/7/2021 8:00:00 PM","150820"
"6/7/2021 8:01:00 PM","150832"
"6/7/2021 8:02:00 PM","150037"
"6/7/2021 8:03:00 PM","150329"
"6/7/2021 8:04:00 PM","150542"
"6/7/2021 8:05:00 PM","150059"
"6/7/2021 8:06:00 PM","150497"
"6/7/2021 8:07:00 PM","151087"
"6/7/2021 8:08:00 PM","151368"
"6/7/2021 8:09:00 PM","151367"
"6/7/2021 8:10:00 PM","151102"
"6/7/2021 8:11:00 PM","151102"
"6/7/2021 8:12:00 PM","151173"
"6/7/2021 8:13:00 PM","151063"
"6/7/2021 8:14:00 PM","151117"
"6/7/2021 8:15:00 PM","151523"
"6/7/2021 8:16:00 PM","151352"
"6/7/2021 8:17:00 PM","151559"
"6/7/2021 8:18:00 PM","151844"
"6/7/2021 8:19:00 PM","152175"
"6/7/2021 8:20:00 PM","152005"
"6/7/2021 8:21:00 PM","151989"
"6/7/2021 8:22:00 PM","151829"
"6/7/2021 8:23:00 PM","152194"
"6/7/2021 8:24:00 PM","152233"
"6/7/2021 8:25:00 PM","152051"
"6/7/2021 8:26:00 PM","152025"
"6/7/2021 8:27:00 PM","151557"
"6/7/2021 8:28:00 PM","152392"
"6/7/2021 8:29:00 PM","152571"
"6/7/2021 8:30:00 PM","152916"
"6/7/2021 8:31:00 PM","152438"
"6/7/2021 8:32:00 PM","152547"
"6/7/2021 8:33:00 PM","152734"
"6/7/2021 8:34:00 PM","153058"
"6/7/2021 8:35:00 PM","153447"
"6/7/2021 8:36:00 PM","153354"
"6/7/2021 8:37:00 PM","153435"
"6/7/2021 8:38:00 PM","153290"
"6/7/2021 8:39:00 PM","153031"
"6/7/2021 8:40:00 PM","152544"
"6/7/2021 8:41:00 PM","152357"
"6/7/2021 8:42:00 PM","152072"
"6/7/2021 8:43:00 PM","152685"
"6/7/2021 8:44:00 PM","153045"
"6/7/2021 8:45:00 PM","153388"
"6/7/2021 8:46:00 PM","153287"
"6/7/2021 8:47:00 PM","152911"
"6/7/2021 8:48:00 PM","153552"
"6/7/2021 8:49:00 PM","154179"
"6/7/2021 8:50:00 PM","155111"
"6/7/2021 8:51:00 PM","155604"
"6/7/2021 8:52:00 PM","156496"
"6/7/2021 8:53:00 PM","157047"
"6/7/2021 8:54:00 PM","156898"
"6/7/2021 8:55:00 PM","157297"
"6/7/2021 8:56:00 PM","156836"
"6/7/2021 8:57:00 PM","156652"
"6/7/2021 8:58:00 PM","156662"
"6/7/2021 8:59:00 PM","156143"
"6/7/2021 9:00:00 PM","156356"
"6/7/2021 9:01:00 PM","157251"
"6/7/2021 9:02:00 PM","156810"
"6/7/2021 9:03:00 PM","156925"
"6/7/2021 9:04:00 PM","157303"
"6/7/2021 9:05:00 PM","157687"
"6/7/2021 9:06:00 PM","157635"
"6/7/2021 9:07:00 PM","157612"
"6/7/2021 9:08:00 PM","157499"
"6/7/2021 9:09:00 PM","157622"
"6/7/2021 9:10:00 PM","158016"
"6/7/2021 9:11:00 PM","158584"
"6/7/2021 9:12:00 PM","157829"
"6/7/2021 9:13:00 PM","158288"
"6/7/2021 9:14:00 PM","158253"
"6/7/2021 9:15:00 PM","158162"
"6/7/2021 9:16:00 PM","158288"
"6/7/2021 9:17:00 PM","158782"
"6/7/2021 9:18:00 PM","159244"
"6/7/2021 9:19:00 PM","159423"
"6/7/2021 9:20:00 PM","160028"
"6/7/2021 9:21:00 PM","160329"
"6/7/2021 9:22:00 PM","160587"
"6/7/2021 9:23:00 PM","160627"
"6/7/2021 9:24:00 PM","160857"
"6/7/2021 9:25:00 PM","161251"
"6/7/2021 9:26:00 PM","161328"
"6/7/2021 9:27:00 PM","161239"
"6/7/2021 9:28:00 PM","161477"
"6/7/2021 9:29:00 PM","161101"
"6/7/2021 9:30:00 PM","161356"
"6/7/2021 9:31:00 PM","161992"
"6/7/2021 9:32:00 PM","161814"
"6/7/2021 9:33:00 PM","161873"
"6/7/2021 9:34:00 PM","161834"
"6/7/2021 9:35:00 PM","161173"
"6/7/2021 9:36:00 PM","161772"
"6/7/2021 9:37:00 PM","162177"
"6/7/2021 9:38:00 PM","161617"
"6/7/2021 9:39:00 PM","161381"
"6/7/2021 9:40:00 PM","161878"
"6/7/2021 9:41:00 PM","162549"
"6/7/2021 9:42:00 PM","162441"
"6/7/2021 9:43:00 PM","162080"
"6/7/2021 9:44:00 PM","161831"
"6/7/2021 9:45:00 PM","161716"
"6/7/2021 9:46:00 PM","161957"
"6/7/2021 9:47:00 PM","162063"
"6/7/2021 9:48:00 PM","162558"
"6/7/2021 9:49:00 PM","162791"
"6/7/2021 9:50:00 PM","162406"
"6/7/2021 9:51:00 PM","162955"
"6/7/2021 9:52:00 PM","162337"
"6/7/2021 9:53:00 PM","162281"
"6/7/2021 9:54:00 PM","162439"
"6/7/2021 9:55:00 PM","162880"
"6/7/2021 9:56:00 PM","162256"
"6/7/2021 9:57:00 PM","162367"
"6/7/2021 9:58:00 PM","162080"
"6/7/2021 9:59:00 PM","161152"
"6/7/2021 10:00:00 PM","161566"
"6/7/2021 10:01:00 PM","161430"
"6/7/2021 10:02:00 PM","161995"
"6/7/2021 10:03:00 PM","162115"
"6/7/2021 10:04:00 PM","160808"
"6/7/2021 10:05:00 PM","161152"
"6/7/2021 10:06:00 PM","161022"
"6/7/2021 10:07:00 PM","161135"
"6/7/2021 10:08:00 PM","160685"
"6/7/2021 10:09:00 PM","160678"
"6/7/2021 10:10:00 PM","160423"
"6/7/2021 10:11:00 PM","160506"
"6/7/2021 10:12:00 PM","160988"
"6/7/2021 10:13:00 PM","161034"
"6/7/2021 10:14:00 PM","161299"
"6/7/2021 10:15:00 PM","161212"
"6/7/2021 10:16:00 PM","161447"
"6/7/2021 10:17:00 PM","160764"
"6/7/2021 10:18:00 PM","160786"
"6/7/2021 10:19:00 PM","160152"
"6/7/2021 10:20:00 PM","160510"
"6/7/2021 10:21:00 PM","160738"
"6/7/2021 10:22:00 PM","160636"
"6/7/2021 10:23:00 PM","160140"
"6/7/2021 10:24:00 PM","160349"
"6/7/2021 10:25:00 PM","160246"
"6/7/2021 10:26:00 PM","159679"
"6/7/2021 10:27:00 PM","159736"
"6/7/2021 10:28:00 PM","160040"
"6/7/2021 10:29:00 PM","160270"
"6/7/2021 10:30:00 PM","160176"
"6/7/2021 10:31:00 PM","160232"
"6/7/2021 10:32:00 PM","160211"
"6/7/2021 10:33:00 PM","160347"
"6/7/2021 10:34:00 PM","160472"
"6/7/2021 10:35:00 PM","160095"
"6/7/2021 10:36:00 PM","160013"
"6/7/2021 10:37:00 PM","160353"
"6/7/2021 10:38:00 PM","159769"
"6/7/2021 10:39:00 PM","161117"
"6/7/2021 10:40:00 PM","161337"
"6/7/2021 10:41:00 PM","160962"
"6/7/2021 10:42:00 PM","161214"
"6/7/2021 10:43:00 PM","161194"
"6/7/2021 10:44:00 PM","160674"
"6/7/2021 10:45:00 PM","160420"
"6/7/2021 10:46:00 PM","160067"
"6/7/2021 10:47:00 PM","151935"
"6/7/2021 10:48:00 PM","148909"
"6/7/2021 10:49:00 PM","148469"
"6/7/2021 10:50:00 PM","147771"
"6/7/2021 10:51:00 PM","148146"
"6/7/2021 10:52:00 PM","148345"
"6/7/2021 10:53:00 PM","148156"
"6/7/2021 10:54:00 PM","148703"
"6/7/2021 10:55:00 PM","148702"
"6/7/2021 10:56:00 PM","148985"
"6/7/2021 10:57:00 PM","149100"
"6/7/2021 10:58:00 PM","148864"
"6/7/2021 10:59:00 PM","148642"
"6/7/2021 11:00:00 PM","149673"
"6/7/2021 11:01:00 PM","149788"
"6/7/2021 11:02:00 PM","149609"
"6/7/2021 11:03:00 PM","150469"
"6/7/2021 11:04:00 PM","150899"
"6/7/2021 11:05:00 PM","150819"
"6/7/2021 11:06:00 PM","151203"
"6/7/2021 11:07:00 PM","150935"
"6/7/2021 11:08:00 PM","150270"
"6/7/2021 11:09:00 PM","149690"
"6/7/2021 11:10:00 PM","149848"
"6/7/2021 11:11:00 PM","150126"
"6/7/2021 11:12:00 PM","150133"
"6/7/2021 11:13:00 PM","150420"
"6/7/2021 11:14:00 PM","150840"
"6/7/2021 11:15:00 PM","150890"
"6/7/2021 11:16:00 PM","150181"
"6/7/2021 11:17:00 PM","150238"
"6/7/2021 11:18:00 PM","150903"
"6/7/2021 11:19:00 PM","151997"
"6/7/2021 11:20:00 PM","151343"
"6/7/2021 11:21:00 PM","151093"
"6/7/2021 11:22:00 PM","151247"
"6/7/2021 11:23:00 PM","151516"
"6/7/2021 11:24:00 PM","151473"
"6/7/2021 11:25:00 PM","151844"
"6/7/2021 11:26:00 PM","151998"
"6/7/2021 11:27:00 PM","152142"
"6/7/2021 11:28:00 PM","152308"
"6/7/2021 11:29:00 PM","152218"
"6/7/2021 11:30:00 PM","153023"
"6/7/2021 11:31:00 PM","153316"
"6/7/2021 11:32:00 PM","153716"
"6/7/2021 11:33:00 PM","153271"
"6/7/2021 11:34:00 PM","153346"
"6/7/2021 11:35:00 PM","152803"
"6/7/2021 11:36:00 PM","151760"
"6/7/2021 11:37:00 PM","151949"
"6/7/2021 11:38:00 PM","152581"
"6/7/2021 11:39:00 PM","152534"
"6/7/2021 11:40:00 PM","152312"
"6/7/2021 11:41:00 PM","152450"
"6/7/2021 11:42:00 PM","152981"
"6/7/2021 11:43:00 PM","152409"
"6/7/2021 11:44:00 PM","152969"
"6/7/2021 11:45:00 PM","153828"
"6/7/2021 11:46:00 PM","153521"
"6/7/2021 11:47:00 PM","153702"
"6/7/2021 11:48:00 PM","153274"
"6/7/2021 11:49:00 PM","153869"
"6/7/2021 11:50:00 PM","153588"
"6/7/2021 11:51:00 PM","153013"
"6/7/2021 11:52:00 PM","152498"
"6/7/2021 11:53:00 PM","152551"
"6/7/2021 11:54:00 PM","152600"
"6/7/2021 11:55:00 PM","152135"
"6/7/2021 11:56:00 PM","152502"
"6/7/2021 11:57:00 PM","152860"
"6/7/2021 11:58:00 PM","152718"
"6/7/2021 11:59:00 PM","152727"
"6/8/2021","153424"
"6/8/2021 12:01:00 AM","153300"
"6/8/2021 12:02:00 AM","153649"
"6/8/2021 12:03:00 AM","153577"
"6/8/2021 12:04:00 AM","153589"
"6/8/2021 12:05:00 AM","153097"
"6/8/2021 12:06:00 AM","152965"
"6/8/2021 12:07:00 AM","153053"
"6/8/2021 12:08:00 AM","153134"
"6/8/2021 12:09:00 AM","153033"
"6/8/2021 12:10:00 AM","153541"
"6/8/2021 12:11:00 AM","153765"
"6/8/2021 12:12:00 AM","154249"
"6/8/2021 12:13:00 AM","154178"
"6/8/2021 12:14:00 AM","154253"
"6/8/2021 12:15:00 AM","154370"
"6/8/2021 12:16:00 AM","154288"
"6/8/2021 12:17:00 AM","154933"
"6/8/2021 12:18:00 AM","154528"
"6/8/2021 12:19:00 AM","154583"
"6/8/2021 12:20:00 AM","154302"
"6/8/2021 12:21:00 AM","154025"
"6/8/2021 12:22:00 AM","154045"
"6/8/2021 12:23:00 AM","154417"
"6/8/2021 12:24:00 AM","154356"
"6/8/2021 12:25:00 AM","154686"
"6/8/2021 12:26:00 AM","154472"
"6/8/2021 12:27:00 AM","154522"
"6/8/2021 12:28:00 AM","154408"
"6/8/2021 12:29:00 AM","154602"
"6/8/2021 12:30:00 AM","154680"
"6/8/2021 12:31:00 AM","154140"
"6/8/2021 12:32:00 AM","153766"
"6/8/2021 12:33:00 AM","153667"
"6/8/2021 12:34:00 AM","153783"
"6/8/2021 12:35:00 AM","153759"
"6/8/2021 12:36:00 AM","153794"
"6/8/2021 12:37:00 AM","154116"
"6/8/2021 12:38:00 AM","154125"
"6/8/2021 12:39:00 AM","154038"
"6/8/2021 12:40:00 AM","154021"
"6/8/2021 12:41:00 AM","154556"
"6/8/2021 12:42:00 AM","155051"
"6/8/2021 12:43:00 AM","155290"
"6/8/2021 12:44:00 AM","155439"
"6/8/2021 12:45:00 AM","154992"
"6/8/2021 12:46:00 AM","154996"
"6/8/2021 12:47:00 AM","155272"
"6/8/2021 12:48:00 AM","155595"
"6/8/2021 12:49:00 AM","155671"
"6/8/2021 12:50:00 AM","155879"
"6/8/2021 12:51:00 AM","155562"
"6/8/2021 12:52:00 AM","155468"
"6/8/2021 12:53:00 AM","155693"
"6/8/2021 12:54:00 AM","155839"
"6/8/2021 12:55:00 AM","155659"
"6/8/2021 12:56:00 AM","155672"
"6/8/2021 12:57:00 AM","155916"
"6/8/2021 12:58:00 AM","155892"
"6/8/2021 12:59:00 AM","155717"
"6/8/2021 1:00:00 AM","155782"
"6/8/2021 1:01:00 AM","155669"
"6/8/2021 1:02:00 AM","156085"
"6/8/2021 1:03:00 AM","155642"
"6/8/2021 1:04:00 AM","155710"
"6/8/2021 1:05:00 AM","155671"
"6/8/2021 1:06:00 AM","155133"
"6/8/2021 1:07:00 AM","155423"
"6/8/2021 1:08:00 AM","155320"
"6/8/2021 1:09:00 AM","155218"
"6/8/2021 1:10:00 AM","155967"
"6/8/2021 1:11:00 AM","155236"
"6/8/2021 1:12:00 AM","155562"
"6/8/2021 1:13:00 AM","156299"
"6/8/2021 1:14:00 AM","156118"
"6/8/2021 1:15:00 AM","155825"
"6/8/2021 1:16:00 AM","156070"
"6/8/2021 1:17:00 AM","156160"
"6/8/2021 1:18:00 AM","156254"
"6/8/2021 1:19:00 AM","156672"
"6/8/2021 1:20:00 AM","156155"
"6/8/2021 1:21:00 AM","156207"
"6/8/2021 1:22:00 AM","156212"
"6/8/2021 1:23:00 AM","156447"
"6/8/2021 1:24:00 AM","156652"
"6/8/2021 1:25:00 AM","156434"
"6/8/2021 1:26:00 AM","156683"
"6/8/2021 1:27:00 AM","156327"
"6/8/2021 1:28:00 AM","156652"
"6/8/2021 1:29:00 AM","156172"
"6/8/2021 1:30:00 AM","156345"
"6/8/2021 1:31:00 AM","156826"
"6/8/2021 1:32:00 AM","156501"
"6/8/2021 1:33:00 AM","156999"
"6/8/2021 1:34:00 AM","157634"
"6/8/2021 1:35:00 AM","158034"
"6/8/2021 1:36:00 AM","157541"
"6/8/2021 1:37:00 AM","157784"
"6/8/2021 1:38:00 AM","158367"
"6/8/2021 1:39:00 AM","158142"
"6/8/2021 1:40:00 AM","158276"
"6/8/2021 1:41:00 AM","157544"
"6/8/2021 1:42:00 AM","157531"
"6/8/2021 1:43:00 AM","157442"
"6/8/2021 1:44:00 AM","156740"
"6/8/2021 1:45:00 AM","156874"
"6/8/2021 1:46:00 AM","157273"
"6/8/2021 1:47:00 AM","158076"
"6/8/2021 1:48:00 AM","158237"
"6/8/2021 1:49:00 AM","157892"
"6/8/2021 1:50:00 AM","157737"
"6/8/2021 1:51:00 AM","158510"
"6/8/2021 1:52:00 AM","157952"
"6/8/2021 1:53:00 AM","157872"
"6/8/2021 1:54:00 AM","157617"
"6/8/2021 1:55:00 AM","157794"
"6/8/2021 1:56:00 AM","157626"
"6/8/2021 1:57:00 AM","157796"
"6/8/2021 1:58:00 AM","156991"
"6/8/2021 1:59:00 AM","157606"
"6/8/2021 2:00:00 AM","157842"
"6/8/2021 2:01:00 AM","158379"
"6/8/2021 2:02:00 AM","158822"
"6/8/2021 2:03:00 AM","158514"
"6/8/2021 2:04:00 AM","158609"
"6/8/2021 2:05:00 AM","158530"
"6/8/2021 2:06:00 AM","159313"
"6/8/2021 2:07:00 AM","158942"
"6/8/2021 2:08:00 AM","159184"
"6/8/2021 2:09:00 AM","159136"
"6/8/2021 2:10:00 AM","158898"
"6/8/2021 2:11:00 AM","158795"
"6/8/2021 2:12:00 AM","158131"
"6/8/2021 2:13:00 AM","158555"
"6/8/2021 2:14:00 AM","158592"
"6/8/2021 2:15:00 AM","158941"
"6/8/2021 2:16:00 AM","159124"
"6/8/2021 2:17:00 AM","159351"
"6/8/2021 2:18:00 AM","159218"
"6/8/2021 2:19:00 AM","159379"
"6/8/2021 2:20:00 AM","159083"
"6/8/2021 2:21:00 AM","159480"
"6/8/2021 2:22:00 AM","158820"
"6/8/2021 2:23:00 AM","159179"
"6/8/2021 2:24:00 AM","159549"
"6/8/2021 2:25:00 AM","159477"
"6/8/2021 2:26:00 AM","159540"
"6/8/2021 2:27:00 AM","159669"
"6/8/2021 2:28:00 AM","159708"
"6/8/2021 2:29:00 AM","159441"
"6/8/2021 2:30:00 AM","160038"
"6/8/2021 2:31:00 AM","159852"
"6/8/2021 2:32:00 AM","159736"
"6/8/2021 2:33:00 AM","152558"
"6/8/2021 2:35:00 AM","150527"
"6/8/2021 2:36:00 AM","150663"
"6/8/2021 2:37:00 AM","150150"
"6/8/2021 2:38:00 AM","150390"
"6/8/2021 2:39:00 AM","150416"
"6/8/2021 2:40:00 AM","150378"
"6/8/2021 2:41:00 AM","150502"
"6/8/2021 2:42:00 AM","150481"
"6/8/2021 2:43:00 AM","150652"
"6/8/2021 2:44:00 AM","150871"
"6/8/2021 2:45:00 AM","150918"
"6/8/2021 2:46:00 AM","151718"
"6/8/2021 2:47:00 AM","152340"
"6/8/2021 2:48:00 AM","152496"
"6/8/2021 2:49:00 AM","152514"
"6/8/2021 2:50:00 AM","153440"
"6/8/2021 2:51:00 AM","153869"
"6/8/2021 2:52:00 AM","154193"
