Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
12/23/2013,168.36,168.36,166.96,59332949562,0
12/20/2013,166.4,166.88,164.85,65793552089,214459
12/19/2013,164.24,164.58,163.57,64817822369,0
12/18/2013,163.8,163.8,161.7,64645400332,150082
12/17/2013,162.65,164.44,162.38,63972840545,755200
12/16/2013,164.47,164.83,163.71,65306527053,0
12/13/2013,163.35,164,162.8,64785297792,0
12/12/2013,163.26,163.78,162.62,64591129738,1250023
12/11/2013,162.79,166.04,162.56,64404147958,3059135
12/10/2013,165.51,166.97,165.1,65482492217,151355
12/9/2013,166.91,169.55,166.37,65906904820,0
12/6/2013,168.87,170.72,168.48,66678407289,192775
12/5/2013,169.26,170.27,168.98,66826945175,1579282
12/4/2013,169.54,170.18,168.73,66935513741,2717870
12/3/2013,169.53,170.21,168.84,66912176158,0
12/2/2013,169.69,170.39,169.45,66800596926,0
11/29/2013,169.56,169.68,168.32,66748166135,0
11/27/2013,168.14,168.19,167.01,66150545067,4209541
11/26/2013,166.98,167.25,165.6,65442253596,8496353
11/25/2013,165.82,166.23,164.75,64944194667,429025
11/22/2013,165.16,165.8,164.67,64597157371,0
11/21/2013,164.87,164.87,163.08,64486104648,2481899
11/20/2013,162.54,163.62,162.27,63575131003,0
11/19/2013,162.78,163.85,162.16,63540122113,933210
11/18/2013,162.62,164.98,162.52,63465828962,0
11/15/2013,163.85,163.99,162.84,63933104777,0
11/14/2013,162.97,164.45,162.84,63532337940,1598025
11/13/2013,163.2,163.75,160.4,63616273432,3360891
11/12/2013,161.55,162.57,160.6,62911078475,0
11/11/2013,162.54,162.78,161.52,63163420390,0
11/8/2013,161.94,161.94,158.43,62915443414,3329892
11/7/2013,157.95,160.79,157.74,61367721939,1870657
11/6/2013,160.09,162.44,159.93,62194095761,2777873
11/5/2013,161.53,161.73,160.06,61951685461,3577386
11/4/2013,160.69,160.97,160.33,61629537717,0
11/1/2013,160.26,160.33,158.96,61427501222,12462972
10/31/2013,159.93,161.55,159.51,61281594004,3461409
10/30/2013,161.44,164.32,161.33,61844190649,2843580
10/29/2013,163.98,164.47,163.34,62779797655,2036797
10/28/2013,163.74,165.25,163.43,62499475141,2124125
10/25/2013,165.02,165.94,164.66,62814787255,0
10/24/2013,165.3,166.94,164.88,62836633387,0
10/23/2013,166.36,166.74,165.58,63237999169,0
10/22/2013,168,168.89,166.68,63795976185,0
10/21/2013,167.73,170.45,167.37,63621633116,0
10/18/2013,169.61,170.23,168.73,64123624515,444554
10/17/2013,169.33,169.39,166.46,63894397222,140840
10/16/2013,166.36,166.44,163.91,62770307490,0
10/15/2013,162.7,165.06,162.6,61321254587,684911
10/14/2013,164.5,164.5,162.16,62052312106,0
10/11/2013,164.26,164.78,162.65,62066854783,4044740
10/10/2013,162.28,162.66,159.42,61334219880,386862
10/9/2013,159.15,162.3,157.36,60150987705,0
10/8/2013,161.73,167.69,161.69,60806495337,0
10/7/2013,167.14,168.5,167.14,62840948418,0
10/4/2013,169.02,169.74,167.72,63547859695,0
10/3/2013,167.03,168.98,166.01,62795059909,817647
10/2/2013,168.76,169.13,168.17,63444947856,29890
10/1/2013,168.99,168.99,166.67,63525369967,2366028
9/30/2013,166.5,167.15,164.39,62555631104,222397
9/27/2013,165.03,166.05,163.92,61904683236,0
9/26/2013,164.45,164.63,162.97,61687473917,1563473
9/25/2013,161.26,162.51,161.26,60481663465,1358160
9/24/2013,161.44,162.16,160.73,60374033088,0
9/23/2013,160.91,161.79,159.59,60177527459,151355
9/20/2013,161.7,163.13,161.12,60200166909,0
9/19/2013,162.75,163.81,162.44,60541659032,228535
9/18/2013,163.28,163.34,161.71,60821959863,0
9/17/2013,162.18,162.22,161.03,60356624573,755125
9/16/2013,160.83,161.76,160.58,59853800442,0
9/13/2013,160.23,160.7,159.82,59627166185,0
9/12/2013,160.46,161.01,160.34,59715607342,1250981
9/11/2013,160.19,161.22,159.9,59608593372,2999657
9/10/2013,161.15,161.63,160.76,59966339287,0
9/9/2013,160.51,160.56,158.45,59723942301,0
9/6/2013,158.08,158.54,156.11,58000998476,566468
9/5/2013,158,158.49,157.8,57972077027,1024596
9/4/2013,157.48,157.82,156.66,57778354836,0
9/3/2013,157.05,157.66,156.11,57615184072,0
9/2/2013,,0,0,,0
8/30/2013,155.03,157.44,154.72,56945300701,0
8/29/2013,157.49,157.96,156.28,57893300523,1572779
8/28/2013,155.37,155.63,154.78,57069595619,3127488
8/27/2013,155.15,158.35,154.96,56921421515,1134325
8/26/2013,159.16,160.3,158.09,58388799802,0
8/23/2013,157.7,158.03,157.07,57849977157,2070563
8/22/2013,157.29,157.34,156.06,57559572459,390696
8/21/2013,155.45,156.22,154.83,56869325009,684127
8/20/2013,155.31,155.36,153.66,56732134250,204920
8/19/2013,153.55,155.07,153.53,56091037204,248210
8/16/2013,154.42,155.04,154.1,56373705248,0
8/15/2013,154.51,156.51,154.22,56359073603,1587377
8/14/2013,157.04,158.33,157.04,57229529812,4133131
8/13/2013,158.36,158.69,157.48,56916900471,3639149
8/12/2013,157.99,158.31,157.32,56753806003,0
8/9/2013,157.97,159.21,157.94,56674058286,129377
8/8/2013,158.56,159.85,158.53,56886927111,547675
8/7/2013,159,160.17,158.76,57042187874,2586938
8/6/2013,160.08,161.53,160.05,57379336328,372415
8/5/2013,161.46,161.47,160.7,57726275557,0
8/2/2013,160.57,160.57,159.46,57407828434,12459341
8/1/2013,159.91,159.92,158.89,57170100865,2783762
7/31/2013,158.09,158.45,157.66,56521390365,0
7/30/2013,157.62,158.44,157.52,56238713490,5649810
7/29/2013,157.48,158.21,157.22,56184204946,3822246
7/26/2013,157.69,157.82,156.36,56267963222,0
7/25/2013,157.56,157.58,154.9,56214249495,3083226
7/24/2013,156.02,157.82,155.72,55610189790,0
7/23/2013,157.04,157.85,156.51,55934568059,0
7/22/2013,157.38,157.67,156.57,56144604180,0
7/19/2013,156.86,157.02,155.75,55907626498,0
7/18/2013,156.07,156.21,155.66,55626318861,141117
7/17/2013,155.45,155.73,155.02,55405603749,0
7/16/2013,154.96,155.31,154.02,55240728828,0
7/15/2013,155.38,155.44,154.65,55304953264,0
7/12/2013,155.11,155.17,153.03,55168964744,308317
7/11/2013,153.4,153.78,152.48,54561250632,145581
7/10/2013,152.52,152.52,150.28,54254808726,0
7/9/2013,149.37,149.72,148.81,53104489463,684127
7/8/2013,148.6,148.92,147.93,52828089282,0
7/5/2013,148.21,148.24,146.82,52552527926,0
7/4/2013,,0,0,,0
7/3/2013,146.63,146.63,145.79,51998454183,756265
7/2/2013,146.69,147.4,146.24,51986675771,2514074
7/1/2013,146.99,147.24,145.6,52093677658,0
6/28/2013,144.7,145,144.17,51273176726,116142
6/27/2013,144.46,144.49,143.54,51107944701,168910
6/26/2013,142.97,143.67,142.69,50583662702,2338588
6/25/2013,142.22,142.96,141.73,50340306109,274032
6/24/2013,141.86,142.53,140.88,50201472572,0
6/21/2013,143.57,143.94,142.17,50307829584,0
6/20/2013,143.31,145.86,142.98,50198693158,0
6/19/2013,147.06,148.64,147.06,51441482640,0
6/18/2013,148.39,148.5,147.05,51907099059,547302
6/17/2013,146.85,147.63,146.6,51361875109,0
6/14/2013,146.1,146.89,146.07,51329542560,0
6/13/2013,146.83,146.83,145.34,51876045912,0
6/12/2013,145.65,147.61,145.42,51324003937,3647148
6/11/2013,146.75,147.53,145.88,51694027240,530414
6/10/2013,147.42,147.42,146.48,51926701155,0
6/7/2013,146.93,148.09,146.4,51754459052,0
6/6/2013,147.63,147.65,145.9,51912616344,2499319
6/5/2013,146,148.3,145.65,51337347643,733886
6/4/2013,148.21,149.82,147.58,52115228869,0
6/3/2013,149.27,150.44,147.51,52486513345,0
5/31/2013,149.68,150.16,149.23,52631664013,0
5/30/2013,149.78,149.78,147.96,51762934303,1571778
5/29/2013,147.41,147.9,146.74,50943328292,3156638
5/28/2013,148.26,149.44,147.73,50897845175,0
5/27/2013,,0,0,,0
5/24/2013,147.15,147.17,145.73,50513940802,1999130
5/23/2013,146.73,146.74,143.81,50365830809,0
5/22/2013,145.95,149.08,145.54,50024753048,3751906
5/21/2013,147.5,147.68,146.33,50388902047,0
5/20/2013,147.01,147.81,146.78,50206390645,0
5/17/2013,146.95,147.12,146.06,50180202220,248210
5/16/2013,146.1,146.87,145.23,49892634546,2200090
5/15/2013,146.38,146.96,145.75,49989083798,5648066
5/14/2013,146.69,146.74,145.74,49943960246,0
5/13/2013,145.37,145.55,143.54,49453955311,2722802
5/10/2013,143.36,143.36,141.8,48770659401,0
5/9/2013,141.86,142.48,141.81,48250251712,196481
5/8/2013,142.67,142.81,141.62,48495963355,2163537
5/7/2013,142.95,143.45,142.62,48581149873,626045
5/6/2013,142.86,142.93,142.08,48550574010,0
5/3/2013,142.51,143.23,142.29,48333901130,558417
5/2/2013,141.53,141.79,140.29,48000109196,12713759
5/1/2013,140.12,143.23,140.12,47546453179,0
4/30/2013,143.67,143.82,143.24,48546467922,2985404
4/29/2013,143.59,143.73,143.21,48517184570,4941395
4/26/2013,142.82,142.99,142.26,48258329311,2405370
4/25/2013,142.64,142.91,142.21,47640542535,3082889
4/24/2013,141.81,142.08,141.25,47282051742,0
4/23/2013,141.57,141.74,140.69,47141493429,0
4/22/2013,140.33,140.36,138.66,46635761372,0
4/19/2013,139.04,139.04,137.57,46200618647,0
4/18/2013,137.26,137.89,136.74,45472020063,141169
4/17/2013,137.98,139.02,137.16,45667557731,0
4/16/2013,139.09,139.09,137.63,46003410186,0
4/15/2013,136.88,140.63,136.72,45260655829,0
4/12/2013,141.12,141.79,140.77,47587600850,308317
4/11/2013,141.86,142.26,141.59,47793408574,145650
4/10/2013,141.64,141.65,139.69,47660176166,0
4/9/2013,139.32,139.98,139.18,46852187187,0
4/8/2013,139.11,139.77,138.45,46726046093,0
4/5/2013,138.66,138.67,137.06,46622376880,0
4/4/2013,138.87,138.87,137.66,46692217654,533549
4/3/2013,138.42,140.6,137.95,46546758921,252286
4/2/2013,140.29,141.49,140.11,46642771364,214856
4/1/2013,140.51,142.04,139.99,46710997273,0
3/29/2013,,0,0,,0
3/28/2013,141.85,141.94,141.16,47174289709,116156
3/27/2013,140.23,140.31,139.28,46637761477,112607
3/26/2013,140.33,140.69,139.84,46669200472,16107855
3/25/2013,140.91,141.57,140.3,46858618113,0
3/22/2013,140.58,141.29,139.8,46543532094,0
3/21/2013,140.86,142.54,140.86,46638019238,0
3/20/2013,142.82,143.15,142.22,47287411803,979260
3/19/2013,141.84,143.45,141.33,46959869360,0
3/18/2013,142.93,143.14,141.37,47302752883,485965
3/15/2013,143.07,143.59,142.92,47086742968,0
3/14/2013,143.56,143.63,143.14,47177142464,1576356
3/13/2013,143.01,143.34,142.61,46995888309,3421131
3/12/2013,143.09,144.12,142.76,47021462821,2775831
3/11/2013,143.89,143.89,143.38,47285285164,0
3/8/2013,143.27,143.75,143.25,47111655420,0
3/7/2013,143.06,143.11,142.01,46981647733,1024297
3/6/2013,142.42,142.68,141.9,46792724442,802387
3/5/2013,141.62,141.98,141.23,46399087295,944579
3/4/2013,140.69,140.71,139.12,46096962403,0
3/1/2013,139.7,139.7,138.42,45769883365,0
2/28/2013,139.25,139.79,139.13,45624924376,0
2/27/2013,139.19,139.72,139.03,45762737963,2674746
2/26/2013,139,139.64,138.51,45700068253,918270
2/25/2013,138.89,141.66,138.84,45662500887,0
2/22/2013,141.5,141.52,140.36,46456324937,0
2/21/2013,140.23,140.51,139.36,46038044996,0
2/20/2013,139.87,141.57,139.83,45919660030,241365
2/19/2013,141.14,141.68,140.32,46336624779,0
2/18/2013,,0,0,,0
2/15/2013,140.98,141.25,140,46278365375,2000150
2/14/2013,139.39,139.56,138.33,45814491461,0
2/13/2013,138.2,138.23,137.61,45295968022,5846779
2/12/2013,136.66,137.1,136.33,44744361040,3190785
2/11/2013,136.42,136.63,136.17,45037546509,0
2/8/2013,136.1,136.32,135.83,44908317171,336685
2/7/2013,135.65,136.81,135.39,45254038926,506435
2/6/2013,136.65,136.65,135.93,45536299104,3279391
2/5/2013,136.69,136.7,134.92,45500599541,3620204
2/4/2013,134.9,136.23,134.89,44881256713,201807
2/1/2013,136.43,136.43,135.56,45488884604,0
1/31/2013,135.36,135.36,134.51,45126929201,3063846
1/30/2013,135.04,136.26,135,45011386415,2958107
1/29/2013,135.75,135.79,134.99,45133277938,255962
1/28/2013,135.45,135.85,134.79,45017291204,9557791
1/25/2013,135.05,135.07,134.6,44883592700,0
1/24/2013,134.56,135.31,134.28,44788120928,0
1/23/2013,134.85,135.42,134.71,44886159902,0
1/22/2013,134.96,134.96,134.17,44923298672,0
1/21/2013,,0,0,,0
1/18/2013,133.81,134.06,133.32,44544045271,0
1/17/2013,133.88,133.91,133.32,44564636186,0
1/16/2013,133.33,133.52,133.1,44384011815,165045
1/15/2013,133.38,133.43,132.39,44375243108,4115148
1/14/2013,132.61,132.78,132.29,44119237330,0
1/11/2013,133.1,133.13,132.4,44342152569,231238
1/10/2013,133.04,133.29,132.6,44314727805,67055
1/9/2013,132.85,132.85,131.87,44201862584,78530
1/8/2013,131.53,131.61,130.7,43639278275,0
1/7/2013,130.84,130.92,129.65,43179101598,0
1/4/2013,129.62,129.75,128.56,42702151021,832583
1/3/2013,128.36,128.89,128.17,42289920973,0
1/2/2013,128.3,128.5,127.13,42256571796,0
12/31/2012,124.66,124.66,122.55,40999118560,0
12/28/2012,122.79,123.23,122.59,40451475055,0
12/27/2012,123.07,124.06,122.2,40470677777,384170
12/26/2012,123.61,124.33,123.49,40506056369,1412375
12/24/2012,124.31,124.63,124.23,40736462045,0
12/21/2012,124.78,124.85,123.7,40770428313,0
12/20/2012,125.62,125.62,124.98,41857733558,15612954
12/19/2012,125.52,125.97,125.15,41732127425,9738641
12/18/2012,125.85,125.87,124.95,41871712980,1483496
12/17/2012,125.15,125.25,124.11,41419701196,58946
12/14/2012,123.88,124.39,123.59,41058544374,0
12/13/2012,124.41,125.17,124.33,40705638651,702562
12/12/2012,124.58,126.03,124.53,40761274960,8778810
12/11/2012,125.41,125.41,123.58,40962291095,0
12/10/2012,122.96,122.96,122.16,40026008995,0
12/7/2012,121.87,122.93,121.55,39574428124,0
12/6/2012,122.15,122.88,121.8,39664693608,2183885
12/5/2012,122.28,123.18,122.12,39702799355,832583
12/4/2012,123.01,123.99,122.84,39938845055,0
12/3/2012,123.6,123.94,123.34,40104252793,4042557
11/30/2012,123.63,123.9,123.13,40089000297,0
11/29/2012,123.6,123.63,122.65,40074664100,1391618
11/28/2012,122,122,120.56,39520943145,5418554
11/27/2012,121.6,122.23,121.51,39364422270,0
11/26/2012,121.94,121.95,120.92,39441088121,3209669
11/23/2012,121.48,121.48,120.43,39292287349,0
11/21/2012,120.21,120.21,119.62,38880222595,617415
11/20/2012,119.35,119.36,118.84,38451147698,3955785
11/19/2012,119.31,119.31,118.5,38419922382,0
11/16/2012,117.35,117.53,116.22,37787319584,0
11/15/2012,118.15,119.24,117.89,38044044559,403585
11/14/2012,119.15,121.43,119.06,38366333342,1985261
11/13/2012,120.73,121.32,120.38,38723791211,2783519
11/12/2012,120.79,121.85,120.73,38748617197,0
11/9/2012,121,121.67,120.13,39025687811,0
11/8/2012,120.83,122.64,120.82,38908629460,0
11/7/2012,122.28,124.2,122.04,39372528180,2238529
11/6/2012,125.27,125.94,124.98,40324571150,2460764
11/5/2012,125.67,125.9,124.01,40459117110,0
11/2/2012,126.18,128.74,126.03,40622840683,9319066
11/1/2012,128.36,128.61,127.38,41295222952,336255
10/31/2012,127.56,127.64,126.64,41034906654,8812484
10/29/2012,,0,0,,2179688
10/26/2012,127.28,128.01,126.82,40875646688,0
10/25/2012,127.89,128.27,127.69,40859845812,0
10/24/2012,127.02,127.58,126.94,40580324333,0
10/23/2012,126.82,127.21,125.97,40514158502,0
10/22/2012,127.8,128.54,127.44,40762868952,0
10/19/2012,128.28,131.35,127.94,40908754174,0
10/18/2012,131.73,133.25,131.67,41973581122,176878
10/17/2012,133.38,133.5,132.47,42497777278,0
10/16/2012,132.12,132.63,131.91,41901693919,0
10/15/2012,132.06,132.77,131.68,41970358427,0
10/12/2012,132.34,133.67,132.29,41350515132,422407
10/11/2012,133.61,134.53,133.39,41712118128,603582
10/10/2012,133.38,134.12,133.21,41465921382,78530
10/9/2012,134.04,136.04,134.04,41672322861,0
10/8/2012,136.13,136.49,136.09,42321811089,0
10/5/2012,136.33,137.61,136.22,42284089934,0
10/4/2012,136.65,136.68,135.61,42334624559,489086
10/3/2012,135.8,136.17,135.52,41809162777,857895
10/2/2012,135.79,136.35,135.39,41858336732,0
10/1/2012,135.46,136.3,135.09,41695658177,2233170
9/28/2012,135.26,135.77,134.85,41632898628,0
9/27/2012,135.88,135.88,134.98,41814287868,0
9/26/2012,134.54,136.34,134.36,41403572679,11813308
9/25/2012,136.06,138.11,136.06,41867409547,0
9/24/2012,136.94,137.59,136.6,42138478002,0
9/21/2012,138.49,139.1,138.2,42460670075,0
9/20/2012,137.98,138.06,137.54,42461646729,0
9/19/2012,138.04,138.37,137.88,42492816588,0
9/18/2012,137.55,137.67,136.84,42344822593,0
9/17/2012,137.19,137.37,135.42,42231724680,58858
9/14/2012,136.16,137.24,135.62,41914129408,0
9/13/2012,136.33,136.75,135.28,41968688089,0
9/12/2012,135.29,135.29,134.73,41262409244,3805926
9/11/2012,134.54,134.93,134.14,41033164295,0
9/10/2012,133.96,134.64,133.88,40857232087,0
9/7/2012,134.3,134.5,133.5,40849415173,0
9/6/2012,133.74,133.99,132.8,40848576581,403332
9/5/2012,132.59,134.07,132.59,40509177682,1352037
9/4/2012,134.07,134.07,132.49,40956086356,0
8/31/2012,132.89,133.09,131.96,40595128159,0
8/30/2012,132.13,132.55,132.06,40362216747,1450345
8/29/2012,132.78,133.03,132.47,40557582381,3766052
8/28/2012,132.62,132.62,131.7,40367248742,1130389
8/27/2012,132.15,132.44,131.82,40220168070,951637
8/24/2012,132.01,132.05,130.75,40156327919,0
8/23/2012,130.9,131.25,130.46,39781598636,182991
8/22/2012,131.08,131.26,130.76,39830220628,0
8/21/2012,131.05,132.56,130.81,40065020660,0
8/20/2012,131.28,131.53,130.81,40134681830,0
8/17/2012,131.94,131.94,130.79,40376755579,0
8/16/2012,130.87,130.87,129.63,40034861311,0
8/15/2012,129.53,129.53,128.13,39564666396,1249922
8/14/2012,128.36,129.23,128.28,39140899404,0
8/13/2012,128.68,128.68,127.45,39239402557,729374
8/10/2012,128.38,129.09,128.27,39148114524,0
8/9/2012,129.19,129.19,128.57,39378347239,1047688
8/8/2012,128.91,129.51,128.82,39362931199,1929175
8/7/2012,129.86,130.36,129.56,39608632737,634800
8/6/2012,129.07,129.59,128.66,39368807143,786464
8/3/2012,128.34,128.68,127.09,39144694328,1003995
8/2/2012,125.99,126.63,125.41,38336284465,9654064
8/1/2012,126.15,128.83,126.15,38384031721,135631
7/31/2012,128.25,129.17,128.1,39028079801,4171536
7/30/2012,128.83,130.53,128.83,39372753894,6112567
7/27/2012,130.23,130.23,127.88,39807617179,266173
7/26/2012,127.26,127.87,126.89,38796055161,0
7/25/2012,126.06,126.3,125.6,38393715659,0
7/24/2012,124.93,126.64,124.72,38014406259,0
7/23/2012,126.2,126.68,125.69,38399443787,0
7/20/2012,127.79,128.41,127.68,38884991732,170571427
7/19/2012,128.78,130.55,128.78,39165749055,176878
7/18/2012,130.03,130.62,129.7,39538718745,132423
7/17/2012,130.15,130.82,129.18,39498365298,0
7/16/2012,129.94,130.5,129.92,39436886939,0
7/13/2012,130.27,130.56,129.04,39629027767,231238
7/12/2012,129.38,129.48,127.25,39342291746,191169
7/11/2012,129.54,131.46,129,39260035817,567476
7/10/2012,131.25,133.48,131.06,39710787863,0
7/9/2012,132.54,133.11,131.97,40109236880,0
7/6/2012,132.83,132.84,131.81,40195419055,0
7/5/2012,132.84,132.94,131.92,40202052389,267604
7/3/2012,132.34,132.34,131.38,40013505210,569993
7/2/2012,131.71,131.83,129.54,39942647452,2162775
6/29/2012,129.3,129.3,127.95,39211918597,0
6/28/2012,126.3,127.3,124.89,38302851268,0
6/27/2012,127.8,127.81,126.47,38757474518,3023253
6/26/2012,126.46,126.66,125.46,38316664260,0
6/25/2012,126.04,126.16,124.84,38189285517,0
6/22/2012,126.75,126.85,125.35,38403162964,0
6/21/2012,125.3,127.2,125.23,37950440611,3827383
6/20/2012,126.83,126.9,125.97,38331821573,0
6/19/2012,126.14,126.33,124.65,38122882276,0
6/18/2012,124.34,124.51,123.41,37572243581,0
6/15/2012,124.01,124.01,122.74,36476356445,0
6/14/2012,122.92,122.92,121.45,36103027983,0
6/13/2012,121.46,122.65,121.22,35613359269,5078583
6/12/2012,122.53,122.53,121.27,35899917453,0
6/11/2012,121.57,125.03,121.52,35618797521,273138
6/8/2012,123.61,123.74,121.11,36233772497,475976
6/7/2012,121.77,123.09,121.62,35655259823,402865
6/6/2012,121.87,121.87,120.49,35683266411,1151674
6/5/2012,119.86,119.88,118.32,35093302475,0
6/4/2012,118.49,119.22,117.77,34693357024,0
6/1/2012,118.23,120.45,118.19,34660252505,0
5/31/2012,121.05,121.28,120.11,35594564905,0
5/30/2012,121.14,122.5,121.14,35515410517,2701341
5/29/2012,123.11,123.42,122.41,36130826328,1223451
5/25/2012,122.38,122.54,122,35869218545,0
5/24/2012,122.39,122.49,121.42,35875694959,0
5/23/2012,121.9,121.99,119.83,35732222753,0
5/22/2012,121.29,122.48,120.88,35464914472,0
5/21/2012,122.03,122.03,119.63,35681376730,742773
5/18/2012,119.34,120.88,119.28,34802294740,0
5/17/2012,120.78,123.27,120.76,35220443637,4978172
5/16/2012,123.18,124.75,123.08,35825151354,2033796
5/15/2012,123.84,124.85,123.73,35967006376,1367530
5/14/2012,124.76,125.53,124.72,36234746824,0
5/11/2012,126.25,126.53,125.78,36730336333,727048
5/10/2012,126.45,126.56,126.01,36709218143,603296
5/9/2012,125.5,125.63,124.82,36421289812,1725928
5/8/2012,126.76,126.84,125.18,36717874365,0
5/7/2012,126.36,126.85,125.39,36601300991,0
5/4/2012,125.85,127.32,125.85,36453766267,536807
5/3/2012,128.01,129.4,127.59,37078940679,0
5/2/2012,129.57,129.78,129.05,37531271887,135631
5/1/2012,129.86,131.1,129.81,37437184139,4604424
4/30/2012,130.17,130.6,129.96,37525244101,1829727
4/27/2012,130.55,130.55,129.49,37636210314,4212304
4/26/2012,129.96,129.96,129.01,37466433081,440909
4/25/2012,129.6,129.75,129.28,37315446783,780394
4/24/2012,128.24,128.24,127.01,36890477615,0
4/23/2012,127.12,127.14,126.33,36567211677,0
4/20/2012,128.05,128.88,127.8,37824198888,0
4/19/2012,127.42,128.58,127.2,37616689773,183112
4/18/2012,127.6,128.35,127.57,37669492554,0
4/17/2012,128.8,129.19,127.51,37917623027,0
4/16/2012,127.02,128.08,126.47,37392166156,0
4/13/2012,127.38,128.7,127.21,37479795561,422811
4/12/2012,128.98,129.14,127.96,37947031088,182792
4/11/2012,127.95,127.95,127.07,37641031162,78530
4/10/2012,125.83,129.31,125.83,37075556248,0
4/9/2012,128.67,129.82,128.61,37910572868,0
4/5/2012,131.48,131.79,131.06,38737466931,267449
4/4/2012,131.5,132.65,131.08,38734288483,0
4/3/2012,133.6,135.15,133.43,39318652683,1055639
4/2/2012,135.2,135.2,134.3,39783502735,404242
3/30/2012,135.21,135.54,134.61,39785589053,0
3/29/2012,134.44,134.59,133.52,39472472123,0
3/28/2012,134.81,135.92,134.31,39581155892,2739133
3/27/2012,135.46,136.35,135.29,39419939171,2794568
3/26/2012,135.89,136.05,134.96,39485873359,0
3/23/2012,134.29,134.29,132.47,38918810500,0
3/22/2012,132.96,133.43,132.45,38527305162,0
3/21/2012,133.89,134.17,133.57,38795518516,271265
3/20/2012,133.46,133.75,133.04,38672402201,61124
3/19/2012,133.9,134.57,132.79,38850361004,0
3/16/2012,132.79,132.79,132.02,38152458251,0
3/15/2012,132.42,132.42,131.49,38045506368,2575758
3/14/2012,131.53,132.42,131.28,37587277163,1917849
3/13/2012,132.41,132.41,130.77,37835602099,2513434
3/12/2012,130.47,131.02,130.33,37282409944,3944454
3/9/2012,130.66,130.9,129.53,37371105211,0
3/8/2012,129.52,129.52,128.69,37046495913,277250
3/7/2012,128.3,128.3,127.72,36697456803,133973
3/6/2012,127.02,127.91,126.38,36325597442,536807
3/5/2012,128.95,129.23,128.46,36874805764,475976
3/2/2012,128.82,130.56,128.75,36912869253,0
3/1/2012,130.28,131.32,130.27,37339501428,1533244
2/29/2012,129.68,131.96,129.66,37328322257,0
2/28/2012,131.2,131.94,130.96,38079294323,2697820
2/27/2012,131.35,131.49,130.37,38135718698,1367781
2/24/2012,131.08,131.38,130.77,38058179879,0
2/23/2012,130.26,130.26,129,37823221345,1110267
2/22/2012,129.17,130.08,129.11,37079858221,0
2/21/2012,130.13,131.49,129.96,37341211514,182991
2/17/2012,129.69,129.76,128.88,37153145020,0
2/16/2012,129.04,129.04,127.58,36892345011,778647
2/15/2012,127.56,128.92,127.43,36469046089,0
2/14/2012,128.22,129.11,128.1,36624637875,0
2/13/2012,128.69,128.79,128.15,38627178325,725424
2/10/2012,127.69,128.14,127.42,38325053773,148031
2/9/2012,128.27,128.82,128.08,38479341221,1310583
2/8/2012,128.37,128.6,127.56,38508102102,1041890
2/7/2012,127.91,128.24,127.21,38356827777,331222
2/6/2012,127.66,127.75,127.09,38288876693,706614
2/3/2012,127.42,127.55,126.51,38216042276,0
2/2/2012,125.26,125.3,124.43,37568522941,0
2/1/2012,124.1,124.13,122.94,37219632987,135583
1/31/2012,122.7,122.99,122.27,36798802119,3854609
1/30/2012,122.29,122.44,121.87,36736287061,3640248
1/27/2012,123.18,123.18,122.12,37004650864,136220
1/26/2012,122.35,123.18,121.97,36726830163,2319769
1/25/2012,122.59,122.6,121.4,36782874559,0
1/24/2012,121.65,121.65,119.93,36477884083,0
1/23/2012,120.56,121.11,120.19,36153577124,0
1/20/2012,120.55,120.55,119.67,36150563812,0
1/19/2012,119.8,120.24,119.59,35916946973,183112
1/18/2012,119.53,119.53,118.36,35831847991,0
1/17/2012,118.53,119.32,118.38,35530943185,0
1/13/2012,118.42,118.47,117.86,35494363571,115826
1/12/2012,119.25,119.25,117.92,35736516257,231237
1/11/2012,118.28,118.29,117.28,35594229082,532406
1/10/2012,117.73,117.84,117.42,35074488776,0
1/9/2012,116.57,116.63,115.91,34731579229,0
1/6/2012,112.08,112.6,112.01,33399993452,790941
1/5/2012,112.02,112.02,110.85,33383957278,0
1/4/2012,111.37,111.49,110.71,33187074190,716670
1/3/2012,111.46,111.7,110.84,33123065328,0
12/30/2011,109.81,109.81,109.26,32638451602,0
12/29/2011,109.63,109.65,108.74,32710778609,2021012
12/28/2011,108.33,109.56,108.21,32315259226,3490117
12/27/2011,109.57,110.04,109.45,32585221455,0
12/23/2011,110.28,110.29,109.84,32791809172,0
12/22/2011,109.9,110.09,109.46,32762521937,4183660
12/21/2011,109.44,109.51,108.19,32623175784,144821
12/20/2011,109.43,109.43,108.55,32622835688,0
12/19/2011,106.91,109.36,106.91,32168915322,0
12/16/2011,108.53,109.56,108.53,32553053988,0
12/15/2011,109.32,110.74,109.08,32790192087,0
12/14/2011,109.77,110.36,108.93,33146875370,1917849
12/13/2011,110.57,112.46,110.25,33388388589,1153482
12/12/2011,111.75,111.77,110.99,33744906711,913534
12/9/2011,112.85,113.05,110.92,34075864449,933618
12/8/2011,111,113.39,111,33519685930,266585
12/7/2011,113.81,113.96,112.73,34367147468,513089
12/6/2011,114.11,114.43,113.3,34447261399,533878
12/5/2011,114.35,114.85,113.61,34517889199,0
12/2/2011,113.64,114.01,113.26,34303004313,0
12/1/2011,112.46,113.25,112.36,33954250650,272383
