Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
9/24/2015,145.94,146.13,144.69,76903089618,193982
9/23/2015,146.76,147.83,146.27,77332887731,143162
9/22/2015,146.46,147.76,145.73,76881721940,0
9/21/2015,148.65,152.14,148.35,78023569853,623925
9/18/2015,151.39,151.39,148.67,79535174279,0
9/17/2015,150.39,151.51,149.15,79003863329,214428
9/16/2015,149.29,149.57,148.51,78424067511,361788
9/15/2015,148.9,149.15,147.94,78272499872,0
9/14/2015,147.93,148.7,147.42,77757628579,579390
9/11/2015,148.47,148.47,146.64,78212138804,1547039
9/10/2015,147.49,147.54,146.39,77687325850,195750
9/9/2015,146.67,149.31,146.57,77248093022,2868447
9/8/2015,147.84,147.96,146.34,77865437595,585537
9/4/2015,144.63,144.63,142.65,76172396937,626204
9/3/2015,143.96,146.14,143.96,75819721991,483971
9/2/2015,145.27,145.53,143.69,76511455275,3490941
9/1/2015,143.47,144.91,143.09,75495092256,556938
8/31/2015,145.94,146.37,145.33,77012425417,73774
8/28/2015,145.62,145.77,143.25,76832394469,3301984
8/27/2015,143.55,143.79,141.4,75620901482,2190490
8/26/2015,140.74,140.74,137.27,73821893779,2537241
8/25/2015,137.76,141.2,137.74,71951820320,0
8/24/2015,136.98,141.07,134.11,71258565696,0
8/21/2015,142.42,143.79,141.07,74160054074,5512274
8/20/2015,143.49,146.81,143.49,74667421664,798633
8/19/2015,147.8,149.28,147.31,76890039546,2781719
8/18/2015,149.76,151.83,149.64,77319145155,3035426
8/17/2015,151.81,151.96,149.63,78356496781,0
8/14/2015,150.04,150.53,148.96,77437385761,1092098
8/13/2015,150.3,151.79,150.3,77561083787,2058855
8/12/2015,151.25,151.51,148.47,78071223630,4350976
8/11/2015,150.89,152.32,150.36,77716524129,1430072
8/10/2015,152.61,153.03,152.04,78228937302,378051
8/7/2015,151.72,153.08,150.83,77772058921,0
8/6/2015,153.79,156.93,153.22,78592585322,2338125
8/5/2015,156.52,157.48,156.28,79952163830,3293025
8/4/2015,155.85,156.66,155.69,79544097336,2910405
8/3/2015,156.51,157.8,155.76,79848823291,0
7/31/2015,157.09,157.76,156.05,80341763735,0
7/30/2015,156.19,156.58,155.02,79880198863,12773926
7/29/2015,156.83,157.36,156.3,80259905860,3604346
7/28/2015,157.28,157.88,155.07,80466470785,0
7/27/2015,155.89,157.01,155.23,79694532504,261662
7/24/2015,157.48,160.97,157.48,80487174651,0
7/23/2015,161.14,163.75,161.14,82196345811,1889444
7/22/2015,163,163.24,161.48,83135987931,0
7/21/2015,162.5,163.8,162.08,82879308111,842606
7/20/2015,164,166.44,163.74,83641874307,0
7/17/2015,165.82,166.63,165.33,84420237019,391330
7/16/2015,166.26,166.44,165.55,84521400258,1057528
7/15/2015,164.97,166.97,164.73,83824620493,0
7/14/2015,166.35,166.5,164.84,84452820209,0
7/13/2015,164.73,165.11,164.48,83364258449,491413
7/10/2015,163.85,163.85,162.25,82956440893,0
7/9/2015,160.99,162.83,160.99,81162936051,444949
7/8/2015,159.46,161.68,159.18,80378915001,487687
7/7/2015,162.85,163.39,160.34,80611400723,0
7/6/2015,163.93,164.26,162.18,81145772313,0
7/2/2015,163.66,164.89,163.15,81026860956,589606
7/1/2015,164.48,166.58,164.24,81582757059,1158124
6/30/2015,164.89,165.23,163.61,81660003735,633537
6/29/2015,162.65,165.87,162.65,80511058521,2638555
6/26/2015,167.22,168.42,166.13,82655065660,735237
6/25/2015,168.35,170,168.01,83187184635,5073058
6/24/2015,169.06,170.45,168.93,82748232997,144468
6/23/2015,170.52,170.91,169.55,83462548952,468484
6/22/2015,170.56,170.6,169.03,83470420593,242932
6/19/2015,168.54,168.85,167.7,82314734371,0
6/18/2015,168.51,169.06,167.79,82262696235,0
6/17/2015,167.14,167.89,167.01,81597788074,68887
6/16/2015,166.88,167.37,166.65,81463909292,0
6/15/2015,166.89,166.96,165.04,81394061001,0
6/12/2015,166.61,166.72,165.91,81257970609,0
6/11/2015,166.91,167.41,166.62,81117768768,2943287
6/10/2015,166.95,167.09,165.7,81141001458,3415231
6/9/2015,165.81,166.9,164.62,80584914656,0
6/8/2015,166.94,167.8,166.48,81132436966,1195076
6/5/2015,166.98,166.98,164.01,81153200033,0
6/4/2015,164.68,165.38,163.86,80156705926,3262921
6/3/2015,165.27,165.27,163.44,80436623187,262559
6/2/2015,163.19,163.45,161.22,79349770133,1229046
6/1/2015,162.06,162.77,160.77,78975039661,73774
5/29/2015,162.06,162.56,161.31,78972390540,0
5/28/2015,161.05,161.17,159.84,78439201620,3056764
5/27/2015,160.67,160.79,159.08,78137948635,816793
5/26/2015,158.92,159.73,158.44,77211848033,5869607
5/22/2015,160,160.49,159.4,77583426409,0
5/21/2015,159.99,161.08,159.62,77578228477,3683751
5/20/2015,160.55,160.61,159.48,77860177411,8919930
5/19/2015,159.82,160.65,159.6,76930762321,0
5/18/2015,160.18,160.22,158.55,77106496730,557724
5/15/2015,158.76,158.76,157.8,76416439388,616524
5/14/2015,158.33,158.49,156.84,76199620978,4857953
5/13/2015,157.53,157.87,156.99,75709555778,6345535
5/12/2015,157.24,157.25,155.88,75432170344,1656773
5/11/2015,157.73,158.01,157.27,75582838223,729986
5/8/2015,157.19,158.02,156.95,75259369188,151082
5/7/2015,156.71,156.76,155.37,75022406478,2583002
5/6/2015,156.15,157.06,155.6,74750377613,1622744
5/5/2015,156.41,158.63,155.8,74819766039,2922805
5/4/2015,158.56,159.6,158.03,75846988129,0
5/1/2015,157.32,157.68,156.09,75255923996,758121
4/30/2015,156.61,159.36,156.11,75189263492,4998945
4/29/2015,159.69,160.98,159.39,76458991718,3290566
4/28/2015,160.74,161.68,158.66,76917071000,1436565
4/27/2015,160.58,164.96,160.58,76818377702,0
4/24/2015,164.43,165.36,164.13,78644621358,0
4/23/2015,165.03,165.07,163.29,78933147026,1625821
4/22/2015,163.7,164.24,162.33,78292559673,0
4/21/2015,164.03,165.24,163.81,78447604273,0
4/20/2015,164.4,164.8,163.54,78625888370,0
4/17/2015,164.2,165.39,163.5,78531370752,385396
4/16/2015,166.9,167.1,166.32,79739736749,0
4/15/2015,166.57,166.75,165.61,79554078417,0
4/14/2015,165.5,166.1,164.81,78761743558,359512
4/13/2015,165.33,165.77,164.73,78669570944,130566
4/10/2015,164.67,164.67,163.43,78305435195,0
4/9/2015,163.12,163.87,162.21,77799129335,66569
4/8/2015,163.26,163.44,162.05,77837022024,607405
4/7/2015,161.78,162.86,161.23,76458566851,795741
4/6/2015,161.09,161.58,160.58,76128219319,116355
4/2/2015,161.21,161.21,160.59,76105499000,1053082
4/1/2015,160.69,160.79,159.08,75864361564,417361
3/31/2015,161.12,161.59,160.74,76086468410,3726474
3/30/2015,162.28,162.69,161.45,76633478288,0
3/27/2015,162.04,162.07,160.65,76072764807,735237
3/26/2015,161.34,162.31,160.7,75744354144,2951843
3/25/2015,162.32,167.11,162.25,76175879203,420106
3/24/2015,166.87,167.59,166.59,78135082884,0
3/23/2015,166.69,166.79,165.79,78051974339,0
3/20/2015,166.83,168.61,166.83,77039525546,1501860
3/19/2015,167.62,167.88,165.78,77409072599,0
3/18/2015,165.55,166,164.21,76286237143,69877
3/17/2015,165.03,165.03,163.6,76047167284,0
3/16/2015,164.23,164.93,163.98,75235855521,2876462
3/13/2015,164.03,164.86,162.98,75138899127,256061
3/12/2015,165.02,165.02,164.07,75503004914,1172307
3/11/2015,164.06,164.74,163.58,75058433158,3117683
3/10/2015,163.9,164.8,163.73,74981095254,1994863
3/9/2015,165.97,166.29,165.23,75533371550,1009527
3/6/2015,165.7,166.75,165.55,75515381974,678058
3/5/2015,166.82,166.83,165.96,76023543837,2058707
3/4/2015,164.78,164.8,163.32,75133012816,261289
3/3/2015,164.15,164.78,163.55,74617800089,0
3/2/2015,164.66,165.21,164,74854296201,61361
2/27/2015,163.51,164.34,163.34,74227602062,0
2/26/2015,163.95,164.11,162.51,74425441138,2446894
2/25/2015,163.24,163.33,161.78,74104560822,4609772
2/24/2015,161.7,162.33,161.14,72953649854,0
2/23/2015,161.76,162.27,161.39,72975671846,0
2/20/2015,161.92,162.29,161.47,73183461529,0
2/19/2015,161.5,161.89,161.05,72994038997,806259
2/18/2015,161.68,161.81,160.81,73076821195,0
2/17/2015,161.52,161.72,160.7,72695223096,0
2/13/2015,160.21,160.29,159.15,72103902036,0
2/12/2015,159.1,159.1,158.03,71618967660,968896
2/11/2015,157.57,158.15,157.16,70932060395,9303985
2/10/2015,157.41,157.83,156.4,70815793402,1105906
2/9/2015,156.93,157.71,156.67,70680505582,913069
2/6/2015,157.35,159.03,157.21,70868019287,1503262
2/5/2015,158.91,159.06,156.69,71535561112,1043548
2/4/2015,156.28,156.91,155.88,70164213641,1720977
2/3/2015,156.68,156.68,155.35,69848650646,2940068
2/2/2015,155.31,155.95,153.95,69390957187,0
1/30/2015,155.15,157.58,155.08,69321471643,0
1/29/2015,157.94,157.94,155.41,70696482943,15215821
1/28/2015,156.14,159.56,155.92,69815663021,3145341
1/27/2015,158.53,159.27,157.11,70753061104,0
1/26/2015,158.26,158.32,155.84,70607649088,0
1/23/2015,156,156.76,155.6,69583836587,0
1/22/2015,156.64,156.64,153.37,69936928572,995947
1/21/2015,155.44,156.81,155.02,69307635294,0
1/20/2015,156.89,158.73,155.86,69940000579,790551
1/16/2015,157.94,157.94,155.8,70405609988,0
1/15/2015,156.09,160.31,155.91,69582805555,1192881
1/14/2015,159.86,159.93,158.73,71256850314,299593
1/13/2015,159.84,162.16,158.82,70918828188,130566
1/12/2015,160.7,162.39,160.29,71299963798,0
1/9/2015,161.09,161.49,160.28,71475004879,0
1/8/2015,161.19,161.23,159.5,71466580850,66739
1/7/2015,158.35,158.35,157.14,70207639910,484766
1/6/2015,156.78,160.01,155.76,69457976149,0
1/5/2015,159.54,161.13,159.36,70749469223,2633530
1/2/2015,160.85,161.23,159.15,69209693889,116356
12/31/2014,160.75,161.62,160.47,69155960375,468858
12/30/2014,160.21,160.83,159.81,69006038337,987370
12/29/2014,160.66,161.14,160.03,69165699238,2120000
12/26/2014,160.4,160.45,159.48,69056227606,997342
12/24/2014,158.7,158.7,157.25,68324242710,276096
12/23/2014,157.43,158.82,157.01,67582823813,60139
12/22/2014,158.41,158.75,157.8,68002620740,0
12/19/2014,157.62,158.09,156.41,67318126888,0
12/18/2014,157.23,157.23,156.45,67149388227,0
12/17/2014,155.28,155.28,152.28,66315115464,215377
12/16/2014,152.1,153.8,151.16,64946210028,242932
12/15/2014,152.41,155.84,152.37,65075401051,696795
12/12/2014,154.44,155.22,153.75,65486805148,575678
12/11/2014,155.05,156.4,154.89,65653655559,1216905
12/10/2014,154.53,157.05,154.53,65213107954,3914004
12/9/2014,157.39,157.44,153.34,66117344515,0
12/8/2014,155.29,157.94,155.25,65234772977,193781
12/5/2014,157.45,157.45,155.65,66540914141,483695
12/4/2014,155.53,156.37,155.51,65726650790,1288286
12/3/2014,155.95,156.29,155.22,65903864844,239515
12/2/2014,155.38,155.38,153.8,65727927279,0
12/1/2014,153.35,156.92,153.35,64866606877,61312
11/28/2014,157.24,159.3,157.24,66489036477,0
11/26/2014,159.46,159.5,158.83,67414038012,4233604
11/25/2014,158.77,159.48,158.56,66784733200,1934169
11/24/2014,158.9,158.9,158.01,66835208441,0
11/21/2014,157.57,158.95,157.48,66275404524,2514699
11/20/2014,157.39,157.45,155.6,66198181904,4726620
11/19/2014,156.2,157.8,156.08,65007462225,1254040
11/18/2014,157.71,158.25,157.05,65410679674,2222679
11/17/2014,157.01,158.54,156.93,65066844589,3042041
11/14/2014,157.89,158.63,157.63,65432925102,1290512
11/13/2014,158.75,160.73,158.54,65706669296,3765758
11/12/2014,159.93,159.93,158.74,66195190418,4110472
11/11/2014,159.81,160.15,159.36,66110740030,0
11/10/2014,160.12,160.12,159.33,66127184711,0
11/7/2014,159.44,159.44,158.21,65838479355,125796
11/6/2014,159.3,159.3,158.3,65760825584,3180355
11/5/2014,158.38,160.52,158.21,65378117404,1274577
11/4/2014,159.53,160.55,159.46,65796206082,3544796
11/3/2014,160.17,161.32,159.93,66061680738,116338
10/31/2014,160.92,161.17,160.11,66503186218,3218122
10/30/2014,159.45,159.56,157.54,65893480789,1471814
10/29/2014,158.13,158.71,157.56,65359110788,4538132
10/28/2014,158.38,158.38,155.81,65408386008,194096
10/27/2014,154.99,155.02,153.8,64004838477,0
10/24/2014,155.46,155.59,154.82,64130886631,0
10/23/2014,155.24,155.79,154.07,63941764892,0
10/22/2014,153.37,155.44,153.23,63008099639,0
10/21/2014,154.96,154.96,153.67,63639642632,0
10/20/2014,153.42,153.42,152.01,63054757502,0
10/17/2014,152.06,154.73,152.06,62495409317,385396
10/16/2014,153.16,153.16,148.58,62950068277,156673
10/15/2014,150.69,150.82,147.01,61934394106,0
10/14/2014,149.61,151.32,149.15,61457203892,4873162
10/13/2014,149.29,151.51,148.84,61320719854,0
10/10/2014,150.6,153.87,150.59,61847819515,78695
10/9/2014,152.07,155.51,152.07,62354585649,299593
10/8/2014,155.89,156.06,152.72,63919684497,490977
10/7/2014,154.68,156.47,154.67,63426745716,0
10/6/2014,157.24,160.28,157.24,64455111208,579980
10/3/2014,160.19,160.84,159.48,65660996067,0
10/2/2014,158.33,158.46,155.8,64896649163,1259366
10/1/2014,156.61,159.46,156.48,64258926397,0
9/30/2014,159.37,160.39,158.94,65257682750,0
9/29/2014,160.02,160.41,158.35,65527235848,2578977
9/26/2014,159.84,159.84,158.37,65453491887,2111250
9/25/2014,158.05,160.65,158.05,64640503306,275749
9/24/2014,160.72,160.72,159.33,65731898477,1127986
9/23/2014,159.55,161.12,159.5,65320697321,0
9/22/2014,160.7,162.65,160.32,65791007134,276385
9/19/2014,163.21,165.06,162.39,66498341008,0
9/18/2014,164.95,166.31,164.78,67364454626,221383
9/17/2014,165.57,166.31,165.44,67742380088,298325
9/16/2014,165.29,165.56,164.53,67629450519,694718
9/15/2014,165.05,168.53,165,67531391676,202443
9/12/2014,168.5,169.22,168.25,68779099241,0
9/11/2014,169.14,169.19,167.92,68983577129,1437774
9/10/2014,168.65,168.65,167.08,68783329776,2945563
9/9/2014,167.09,168.85,167.03,68147481689,0
9/8/2014,168.81,168.81,167.58,68837262321,1091017
9/5/2014,167.83,167.85,166.73,68437755570,430824
9/4/2014,167.79,169.33,167.63,68391899004,1525291
9/3/2014,168.54,170.74,168.45,68723541015,0
9/2/2014,169.89,170.08,169.16,69211867543,0
8/29/2014,169.02,169.05,167.81,68404057949,61372
8/28/2014,167.82,168.27,167.61,67897363462,1876475
8/27/2014,168.22,168.3,167.73,68055861006,3828358
8/26/2014,167.89,167.96,167.12,67462531932,0
8/25/2014,167.02,167.37,166.46,67054156788,0
8/22/2014,165.71,165.89,164.53,66315229816,0
8/21/2014,164.96,165.18,163.92,65945858362,2793713
8/20/2014,165.16,165.76,164.99,66014743525,1699954
8/19/2014,166.03,166.27,165.73,66341778283,240014
8/18/2014,165.67,165.77,165.16,66150706183,791105
8/15/2014,164.28,166.09,163.39,65611769523,241011
8/14/2014,165,165.05,164.47,65851516066,2318355
8/13/2014,164.46,164.53,163.61,65585376379,4921164
8/12/2014,163.8,165.24,163.59,65311985305,194408
8/11/2014,165.33,165.5,164.06,65924220592,125152
8/8/2014,163.16,163.16,161.35,65198833343,634986
8/7/2014,161.28,162.74,161.04,64408836474,144823
8/6/2014,161.63,162.01,160.49,64544775503,2286938
8/5/2014,161.04,162,160.3,63778786202,7225619
8/4/2014,161.65,161.89,160.48,64020313382,0
8/1/2014,160.61,162.46,160.02,63602913148,0
7/31/2014,162.31,164.31,161.93,64274311135,2173553
7/30/2014,165.6,166.19,165.2,65579516798,2918543
7/29/2014,164.75,165.39,164.44,65222954904,1746689
7/28/2014,164,165.52,163.44,64856288599,0
7/25/2014,164.94,165.41,164.62,65224575953,0
7/24/2014,166.03,167.21,165.91,65656376908,3820250
7/23/2014,166.4,166.59,166.05,65582010103,0
7/22/2014,166.07,167.13,165.87,65413544268,0
7/21/2014,165.16,165.79,164.7,65054610833,0
7/18/2014,165.27,165.27,162.74,65103178054,0
7/17/2014,162.84,165.83,162.53,64044880701,156673
7/16/2014,165.91,167.58,165.82,65147709885,0
7/15/2014,166.75,169.25,166.46,65431106103,694718
7/14/2014,168.71,169.22,168.56,66158796756,0
7/11/2014,167.97,168.23,167.61,65865928860,763684
7/10/2014,167.7,168.37,166.12,65728680113,591512
7/9/2014,169.22,169.67,168.65,66190081631,846576
7/8/2014,168.77,171.81,167.97,66009735634,301363
7/7/2014,171.89,175.16,171.88,67225612686,0
7/3/2014,175.05,175.2,174.5,68457324438,0
7/2/2014,174.92,175.73,174.75,68299571763,1541718
7/1/2014,174.82,175.4,174.31,68018852787,116287
6/30/2014,173.65,174,173.13,67566157298,0
6/27/2014,173.61,173.95,172.41,67551555609,2390297
6/26/2014,173.02,173.03,172.06,67296008871,1887269
6/25/2014,172.52,172.52,171.41,67170811839,1184203
6/24/2014,172.3,175.77,172.22,67081301731,0
6/23/2014,175.12,176.36,174.73,68605810037,0
6/20/2014,175.79,176.07,175.03,68429667956,0
6/19/2014,174.98,176.05,174.17,68113421239,512319
6/18/2014,175.45,175.45,174.11,68187856317,70267
6/17/2014,174.39,174.39,172.23,67772149515,855839
6/16/2014,172.39,172.39,170.77,66981824053,0
6/13/2014,171.17,171.34,170.04,66487911866,0
6/12/2014,170.79,171.56,170.29,66343210648,778138
6/11/2014,170.59,170.75,169.67,66114792909,3389102
6/10/2014,170.44,170.44,169.41,66053962984,0
6/9/2014,170.05,170.54,168.36,65824705144,0
6/6/2014,168.26,168.26,167.02,65165832177,887570
6/5/2014,167.22,167.22,164.69,64767683284,1350738
6/4/2014,164.67,164.9,163.63,63780443845,248516
6/3/2014,164.08,164.69,163.45,63548793735,608040
6/2/2014,164.93,166.63,164.51,63177520224,61477
5/30/2014,166.24,167.53,165.58,63390943369,0
5/29/2014,167.28,167.43,166.64,63724564883,1874745
5/28/2014,166.16,166.49,165.09,63259260389,2569075
5/27/2014,165.53,165.73,164.49,62973347538,0
5/23/2014,163.49,163.49,161.94,62197582415,0
5/22/2014,161.94,162.05,160.21,61226501853,7942273
5/21/2014,160.11,160.42,159.31,60533611768,2916005
5/20/2014,159.38,160.56,158.78,60116327692,687596
5/19/2014,160.81,160.81,158.99,60304892397,1620775
5/16/2014,159.39,159.39,157.87,59780325731,2239008
5/15/2014,158.7,159.77,157.49,59506764777,0
5/14/2014,159.83,161.57,159.81,59930082438,3077512
5/13/2014,161.67,162.81,161.62,60327360946,1014582
5/12/2014,162.03,162.03,159.63,60323579147,194408
5/9/2014,158.87,158.89,157.44,59028682747,1268406
5/8/2014,158.04,161.55,158.02,58709690728,687198
5/7/2014,161.02,163.26,160.43,59625413530,3107056
5/6/2014,163.27,166.49,163.23,60394654658,3550372
5/5/2014,166.44,166.44,165.09,61565639289,0
5/2/2014,166.46,167.6,166.02,61630697996,0
5/1/2014,167.13,167.94,165.73,61877019565,732373
4/30/2014,167.16,167.31,165.27,61886543469,1844072
4/29/2014,167.15,167.79,166.63,61853395600,1735953
4/28/2014,166.69,169.2,164.94,61972350707,4160958
4/25/2014,168.63,171.86,168.63,62428783681,0
4/24/2014,173.28,174.44,171.83,64109753909,3226534
4/23/2014,173.58,174.66,173.4,64222973758,0
4/22/2014,174.99,175.4,172.81,64654571568,0
4/21/2014,172.19,172.19,170.48,65682977482,0
4/17/2014,170.47,170.9,168.51,65023717820,0
4/16/2014,169.28,169.32,167.5,64546024790,134796
4/15/2014,167,169.41,163.28,63255333438,687596
4/14/2014,168.33,171.56,167.29,63737757061,0
4/11/2014,169.99,172.73,169.68,64333753827,464091
4/10/2014,173.08,177.96,172.54,65321550718,66972
4/9/2014,177.74,177.75,175.32,67070713363,59779
4/8/2014,175.01,175.58,173.36,65835560330,0
4/7/2014,174.56,177.44,174.07,65655963831,0
4/4/2014,178.08,183.99,177.6,65971618879,695521
4/3/2014,182.63,186.36,182.32,67656426237,682746
4/2/2014,186.19,186.22,185.44,68975251011,2077603
4/1/2014,185.2,185.24,183.01,68305083645,0
3/31/2014,182.77,182.87,180.38,67437132594,0
3/28/2014,179.88,182.22,179.46,66272115341,12756309
3/27/2014,180.77,182.1,179.39,66655593274,1878643
3/26/2014,180.99,185.71,180.99,66677549418,2771417
3/25/2014,185.17,186.9,183.57,68218116577,0
3/24/2014,184.42,189.12,182.08,67907697669,0
3/21/2014,188.61,190.8,187.84,68556551901,0
3/20/2014,189.91,190.55,188.94,69034900615,1375977
3/19/2014,189.86,190.47,188.86,68910237073,70289
3/18/2014,190.11,190.11,187.57,69004354968,687596
3/17/2014,187.75,188.8,187.56,68103625342,0
3/14/2014,186.62,187.29,185.96,67485742775,0
3/13/2014,186.77,190.23,186.06,67287791156,3033608
3/12/2014,188.87,188.87,186.97,68042359448,4183083
3/11/2014,188.26,193.83,187.77,67821474228,608040
3/10/2014,192.03,192.05,190.28,68827567245,0
3/7/2014,190.26,190.87,188.72,68147412698,2635108
3/6/2014,189.83,191.71,189.52,67990051916,1653428
3/5/2014,190.8,190.89,189.69,68323462282,0
3/4/2014,189.47,190.1,187.34,67838439240,290664
3/3/2014,185.09,185.41,183.47,66268879107,0
2/28/2014,185.31,187.75,184.21,66260362117,0
2/27/2014,186.77,186.77,185.01,66748705942,2273075
2/26/2014,185.04,186.12,184.13,66118723777,2407333
2/25/2014,183.97,184.53,183.4,65583290117,0
2/24/2014,183.69,184.36,183.19,65508653908,0
2/21/2014,182.71,183.22,182.32,65126544842,0
2/20/2014,182.01,182.1,179.21,65679307248,456000
2/19/2014,179.44,180.95,179.37,64754461345,797065
2/18/2014,180.45,180.45,178.4,65081671166,687596
2/14/2014,177.52,178.62,177.22,64024213987,0
2/13/2014,178.45,178.45,175.79,64280298813,816678
2/12/2014,176.66,178.12,176.31,62668352791,4657710
2/11/2014,177.64,177.94,176.42,62855922297,13173056
2/10/2014,176.17,176.18,174.45,62264676552,1137611
2/7/2014,173.78,173.86,171.31,61420484956,0
2/6/2014,170.4,171.43,170.09,60224222034,2052383
2/5/2014,169.83,171.25,168.68,59736351142,1037478
2/4/2014,171.61,172.45,171.34,60618967834,2965777
2/3/2014,171.22,176.99,170.92,60479908681,0
1/31/2014,176.78,177.52,176.08,63181909803,258000
1/30/2014,178.33,178.63,176.85,63703075195,4764186
