Date,Value
2021-06-04,1.27
2021-05-28,1.25
2021-05-21,1.3
2021-05-14,1.3
2021-05-07,1.26
2021-04-30,1.31
2021-04-23,1.25
2021-04-16,1.29
2021-04-09,1.34
2021-04-02,1.39
2021-03-26,1.3
2021-03-19,1.31
2021-03-12,1.24
2021-03-05,1.16
2021-02-26,1.08
2021-02-19,0.95
2021-02-12,0.82
2021-02-05,0.8
2021-01-29,0.75
2021-01-22,0.78
2021-01-15,0.81
2021-01-08,0.73
2021-01-01,0.66
2020-12-25,0.66
2020-12-18,0.65
2020-12-11,0.66
2020-12-04,0.67
2020-11-27,0.64
2020-11-20,0.64
2020-11-13,0.68
2020-11-06,0.6
2020-10-30,0.59
2020-10-23,0.58
2020-10-16,0.52
2020-10-09,0.55
2020-10-02,0.46
2020-09-25,0.46
2020-09-18,0.47
2020-09-11,0.47
2020-09-04,0.47
2020-08-28,0.5
2020-08-21,0.47
2020-08-14,0.48
2020-08-07,0.39
2020-07-31,0.42
2020-07-24,0.45
2020-07-17,0.47
2020-07-10,0.49
2020-07-03,0.5
2020-06-26,0.52
2020-06-19,0.54
2020-06-12,0.59
2020-06-05,0.59
2020-05-29,0.52
2020-05-22,0.54
2020-05-15,0.51
2020-05-08,0.53
2020-05-01,0.53
2020-04-24,0.51
2020-04-17,0.55
2020-04-10,0.62
2020-04-03,0.54
2020-03-27,0.69
2020-03-20,0.9
2020-03-13,0.76
2020-03-06,0.86
2020-02-28,1.21
2020-02-21,1.46
2020-02-14,1.51
2020-02-07,1.52
2020-01-31,1.5
2020-01-24,1.66
2020-01-17,1.74
2020-01-10,1.75
2020-01-03,1.79
2019-12-27,1.84
2019-12-20,1.84
2019-12-13,1.78
2019-12-06,1.73
2019-11-29,1.71
2019-11-22,1.7
2019-11-15,1.78
2019-11-08,1.78
2019-11-01,1.68
2019-10-25,1.69
2019-10-18,1.66
2019-10-11,1.53
2019-10-04,1.52
2019-09-27,1.63
2019-09-20,1.74
2019-09-13,1.69
2019-09-06,1.46
2019-08-30,1.45
2019-08-23,1.52
2019-08-16,1.54
2019-08-09,1.62
2019-08-02,1.86
2019-07-26,1.94
2019-07-19,1.94
2019-07-12,1.96
2019-07-05,1.88
2019-06-28,1.88
2019-06-21,1.92
2019-06-14,2.0
2019-06-07,1.99
2019-05-31,2.12
2019-05-24,2.27
2019-05-17,2.28
2019-05-10,2.37
2019-05-03,2.42
2019-04-26,2.43
2019-04-19,2.48
2019-04-12,2.41
2019-04-05,2.4
2019-03-29,2.3
2019-03-22,2.45
2019-03-15,2.51
2019-03-08,2.58
2019-03-01,2.6
2019-02-22,2.56
2019-02-15,2.58
2019-02-08,2.58
2019-02-01,2.59
2019-01-25,2.65
2019-01-18,2.64
2019-01-11,2.62
2019-01-04,2.54
2018-12-28,2.68
2018-12-21,2.73
2018-12-14,2.81
2018-12-07,2.83
2018-11-30,2.96
2018-11-23,2.97
2018-11-16,3.03
2018-11-09,3.14
2018-11-02,3.06
2018-10-26,3.06
2018-10-19,3.12
2018-10-12,3.12
2018-10-05,3.09
2018-09-28,3.03
2018-09-21,3.01
2018-09-14,2.93
2018-09-07,2.86
2018-08-31,2.83
2018-08-24,2.78
2018-08-17,2.82
2018-08-10,2.89
2018-08-03,2.93
2018-07-27,2.92
2018-07-20,2.83
2018-07-13,2.82
2018-07-06,2.8
2018-06-29,2.82
2018-06-22,2.87
2018-06-15,2.91
2018-06-08,2.89
2018-06-01,2.78
2018-05-25,2.96
2018-05-18,3.03
2018-05-11,2.93
2018-05-04,2.91
2018-04-27,2.95
2018-04-20,2.83
2018-04-13,2.75
2018-04-06,2.72
2018-03-30,2.72
2018-03-23,2.78
2018-03-16,2.77
2018-03-09,2.81
2018-03-02,2.79
2018-02-23,2.83
2018-02-16,2.8
2018-02-09,2.72
2018-02-02,2.68
2018-01-26,2.57
2018-01-19,2.53
2018-01-12,2.46
2018-01-05,2.38
2017-12-29,2.35
2017-12-22,2.37
2017-12-15,2.29
2017-12-08,2.28
2017-12-01,2.26
2017-11-24,2.25
2017-11-17,2.24
2017-11-10,2.2
2017-11-03,2.21
2017-10-27,2.26
2017-10-20,2.18
2017-10-13,2.16
2017-10-06,2.17
2017-09-29,2.12
2017-09-22,2.09
2017-09-15,2.0
2017-09-08,1.9
2017-09-01,1.97
2017-08-25,2.01
2017-08-18,2.04
2017-08-11,2.05
2017-08-04,2.08
2017-07-28,2.11
2017-07-21,2.08
2017-07-14,2.16
2017-07-07,2.2
2017-06-30,2.06
2017-06-23,1.99
2017-06-16,1.99
2017-06-09,1.99
2017-06-02,2.01
2017-05-26,2.07
2017-05-19,2.08
2017-05-12,2.19
2017-05-05,2.14
2017-04-28,2.11
2017-04-21,2.04
2017-04-14,2.11
2017-04-07,2.16
2017-03-31,2.23
2017-03-24,2.24
2017-03-17,2.36
2017-03-10,2.37
2017-03-03,2.26
2017-02-24,2.2
2017-02-17,2.27
2017-02-10,2.18
2017-02-03,2.27
2017-01-27,2.27
2017-01-20,2.24
2017-01-13,2.18
2017-01-06,2.23
2016-12-30,2.31
2016-12-23,2.36
2016-12-16,2.34
2016-12-09,2.19
2016-12-02,2.18
2016-11-25,2.15
2016-11-18,2.06
2016-11-11,1.75
2016-11-04,1.59
2016-10-28,1.6
2016-10-21,1.54
2016-10-14,1.58
2016-10-07,1.53
2016-09-30,1.4
2016-09-23,1.48
2016-09-16,1.52
2016-09-09,1.44
2016-09-02,1.45
2016-08-26,1.42
2016-08-19,1.41
2016-08-12,1.38
2016-08-05,1.35
2016-07-29,1.36
2016-07-22,1.39
2016-07-15,1.34
2016-07-08,1.2
2016-07-01,1.28
2016-06-24,1.46
2016-06-17,1.4
2016-06-10,1.5
2016-06-03,1.62
2016-05-27,1.67
2016-05-20,1.63
2016-05-13,1.52
2016-05-06,1.57
2016-04-29,1.65
2016-04-22,1.61
2016-04-15,1.53
2016-04-08,1.49
2016-04-01,1.59
2016-03-25,1.7
2016-03-18,1.73
2016-03-11,1.72
2016-03-04,1.62
2016-02-26,1.52
2016-02-19,1.54
2016-02-12,1.46
2016-02-05,1.62
2016-01-29,1.75
2016-01-22,1.79
2016-01-15,1.87
2016-01-08,1.99
2016-01-01,2.1
2015-12-25,2.04
2015-12-18,2.05
2015-12-11,1.99
2015-12-04,2.01
2015-11-27,2.01
2015-11-20,2.03
2015-11-13,2.08
2015-11-06,1.99
2015-10-30,1.83
2015-10-23,1.76
2015-10-16,1.71
2015-10-09,1.76
2015-10-02,1.74
2015-09-25,1.86
2015-09-18,1.92
2015-09-11,1.91
2015-09-04,1.9
2015-08-28,1.87
2015-08-21,1.87
2015-08-14,1.93
2015-08-07,1.96
2015-07-31,1.98
2015-07-24,2.06
2015-07-17,2.09
2015-07-10,2.01
2015-07-03,2.09
2015-06-26,2.14
2015-06-19,2.06
2015-06-12,2.16
2015-06-05,2.05
2015-05-29,1.89
2015-05-22,1.96
2015-05-15,1.96
2015-05-08,1.92
2015-05-01,1.78
2015-04-24,1.69
2015-04-17,1.66
2015-04-10,1.69
2015-04-03,1.68
2015-03-27,1.73
2015-03-20,1.8
2015-03-13,1.94
2015-03-06,1.94
2015-02-27,1.83
2015-02-20,1.92
2015-02-13,1.82
2015-02-06,1.62
2015-01-30,1.57
2015-01-23,1.65
2015-01-16,1.62
2015-01-09,1.79
2015-01-02,1.98
2014-12-26,2.05
2014-12-19,1.93
2014-12-12,1.95
2014-12-05,2.0
2014-11-28,1.96
2014-11-21,2.04
2014-11-14,2.05
2014-11-07,2.05
2014-10-31,2.0
2014-10-24,1.91
2014-10-17,1.85
2014-10-10,2.04
2014-10-03,2.17
2014-09-26,2.24
2014-09-19,2.28
2014-09-12,2.22
2014-09-05,2.13
2014-08-29,2.06
2014-08-22,2.07
2014-08-15,2.06
2014-08-08,2.12
2014-08-01,2.19
2014-07-25,2.14
2014-07-18,2.16
2014-07-11,2.18
2014-07-04,2.19
2014-06-27,2.17
2014-06-20,2.23
2014-06-13,2.21
2014-06-06,2.17
2014-05-30,2.05
2014-05-23,2.08
2014-05-16,2.12
2014-05-09,2.19
2014-05-02,2.25
2014-04-25,2.3
2014-04-18,2.22
2014-04-11,2.22
2014-04-04,2.34
2014-03-28,2.29
2014-03-21,2.25
2014-03-14,2.2
2014-03-07,2.17
2014-02-28,2.14
2014-02-21,2.18
2014-02-14,2.18
2014-02-07,2.12
2014-01-31,2.19
2014-01-24,2.27
2014-01-17,2.29
2014-01-10,2.38
2014-01-03,2.42
2013-12-27,2.42
2013-12-20,2.28
2013-12-13,2.22
2013-12-06,2.19
2013-11-29,2.08
2013-11-22,2.09
2013-11-15,2.09
2013-11-08,2.04
2013-11-01,1.94
2013-10-25,1.93
2013-10-18,2.03
2013-10-11,2.06
2013-10-04,2.02
2013-09-27,2.05
2013-09-20,2.17
2013-09-13,2.35
2013-09-06,2.38
2013-08-30,2.21
2013-08-23,2.28
2013-08-16,2.14
2013-08-09,2.01
2013-08-02,2.04
2013-07-26,1.96
2013-07-19,1.94
2013-07-12,2.06
2013-07-05,2.0
2013-06-28,1.98
2013-06-21,1.74
2013-06-14,1.6
2013-06-07,1.54
2013-05-31,1.53
2013-05-24,1.37
2013-05-17,1.3
2013-05-10,1.22
2013-05-03,1.1
2013-04-26,1.13
2013-04-19,1.13
2013-04-12,1.17
2013-04-05,1.19
2013-03-29,1.25
2013-03-22,1.3
2013-03-15,1.4
2013-03-08,1.32
2013-03-01,1.25
2013-02-22,1.37
2013-02-15,1.38
2013-02-08,1.36
2013-02-01,1.39
2013-01-25,1.28
2013-01-18,1.26
2013-01-11,1.29
2013-01-04,1.27
2012-12-28,1.18
2012-12-21,1.23
2012-12-14,1.1
2012-12-07,1.03
2012-11-30,1.06
2012-11-23,1.09
2012-11-16,1.02
2012-11-09,1.1
2012-11-02,1.16
2012-10-26,1.23
2012-10-19,1.19
2012-10-12,1.1
2012-10-05,1.06
2012-09-28,1.06
2012-09-21,1.18
2012-09-14,1.15
2012-09-07,1.07
2012-08-31,1.08
2012-08-24,1.19
2012-08-17,1.22
2012-08-10,1.12
2012-08-03,1.01
2012-07-27,0.95
2012-07-20,0.97
2012-07-13,0.98
2012-07-06,1.05
2012-06-29,1.1
2012-06-22,1.1
2012-06-15,1.08
2012-06-08,1.07
2012-06-01,1.05
2012-05-25,1.18
2012-05-18,1.18
2012-05-11,1.27
2012-05-04,1.33
2012-04-27,1.36
2012-04-20,1.38
2012-04-13,1.41
2012-04-06,1.58
2012-03-30,1.6
2012-03-23,1.72
2012-03-16,1.6
2012-03-09,1.39
2012-03-02,1.38
2012-02-24,1.42
2012-02-17,1.38
2012-02-10,1.38
2012-02-03,1.28
2012-01-27,1.41
2012-01-20,1.39
2012-01-13,1.37
2012-01-06,1.42
2011-12-30,1.41
2011-12-23,1.41
2011-12-16,1.39
2011-12-09,1.47
2011-12-02,1.5
2011-11-25,1.43
2011-11-18,1.45
2011-11-11,1.45
2011-11-04,1.48
2011-10-28,1.71
2011-10-21,1.64
2011-10-14,1.7
2011-10-07,1.45
2011-09-30,1.46
2011-09-23,1.35
2011-09-16,1.45
2011-09-09,1.4
2011-09-02,1.52
2011-08-26,1.54
2011-08-19,1.5
2011-08-12,1.6
2011-08-05,1.92
2011-07-29,2.23
2011-07-22,2.23
2011-07-15,2.21
2011-07-08,2.42
2011-07-01,2.4
2011-06-24,2.23
2011-06-17,2.28
2011-06-10,2.28
2011-06-03,2.32
2011-05-27,2.44
2011-05-20,2.51
2011-05-13,2.54
2011-05-06,2.6
2011-04-29,2.71
2011-04-22,2.78
2011-04-15,2.88
2011-04-08,2.95
2011-04-01,2.9
2011-03-25,2.78
2011-03-18,2.63
2011-03-11,2.84
2011-03-04,2.87
2011-02-25,2.86
2011-02-18,3.02
2011-02-11,3.07
2011-02-04,2.85
2011-01-28,2.72
2011-01-21,2.74
2011-01-14,2.67
2011-01-07,2.76
2010-12-31,2.77
2010-12-24,2.74
2010-12-17,2.77
2010-12-10,2.54
2010-12-03,2.28
2010-11-26,2.16
2010-11-19,2.17
2010-11-12,1.88
2010-11-05,1.82
2010-10-29,1.96
2010-10-22,1.82
2010-10-15,1.81
2010-10-08,1.79
2010-10-01,1.9
2010-09-24,2.0
2010-09-17,2.14
2010-09-10,2.14
2010-09-03,2.02
2010-08-27,2.01
2010-08-20,2.04
2010-08-13,2.12
2010-08-06,2.29
2010-07-30,2.42
2010-07-23,2.38
2010-07-16,2.47
2010-07-09,2.46
2010-07-02,2.45
2010-06-25,2.62
2010-06-18,2.72
2010-06-11,2.67
2010-06-04,2.76
2010-05-28,2.71
2010-05-21,2.78
2010-05-14,2.96
2010-05-07,2.99
2010-04-30,3.19
2010-04-23,3.25
2010-04-16,3.27
2010-04-09,3.38
2010-04-02,3.33
2010-03-26,3.24
2010-03-19,3.13
2010-03-12,3.14
2010-03-05,3.05
2010-02-26,3.13
2010-02-19,3.18
2010-02-12,3.1
2010-02-05,3.09
2010-01-29,3.12
2010-01-22,3.14
2010-01-15,3.24
2010-01-08,3.32
2010-01-01,3.35
2009-12-25,3.25
2009-12-18,3.04
2009-12-11,2.93
2009-12-04,2.81
2009-11-27,2.8
2009-11-20,2.88
2009-11-13,2.99
2009-11-06,3.04
2009-10-30,3.07
2009-10-23,3.01
2009-10-16,2.99
2009-10-09,2.85
2009-10-02,2.89
2009-09-25,3.05
2009-09-18,3.07
2009-09-11,3.0
2009-09-04,2.99
2009-08-28,3.11
2009-08-21,3.11
2009-08-14,3.29
2009-08-07,3.38
2009-07-31,3.27
2009-07-24,3.16
2009-07-17,3.1
2009-07-10,3.0
2009-07-03,3.18
2009-06-26,3.29
2009-06-19,3.4
2009-06-12,3.53
2009-06-05,3.31
2009-05-29,3.14
2009-05-22,2.81
2009-05-15,2.65
2009-05-08,2.74
2009-05-01,2.63
2009-04-24,2.48
2009-04-17,2.37
2009-04-10,2.5
2009-04-03,2.34
2009-03-27,2.3
2009-03-20,2.33
2009-03-13,2.54
2009-03-06,2.55
2009-02-27,2.46
2009-02-20,2.18
2009-02-13,2.25
2009-02-06,2.3
2009-01-30,2.15
2009-01-23,1.98
2009-01-16,1.77
2009-01-09,2.0
2009-01-02,1.86
2008-12-26,1.79
2008-12-19,1.73
2008-12-12,2.04
2008-12-05,2.05
2008-11-28,2.5
2008-11-21,2.66
2008-11-14,3.02
2008-11-07,3.08
2008-10-31,3.23
2008-10-24,3.09
2008-10-17,3.38
2008-10-10,3.1
2008-10-03,3.2
2008-09-26,3.4
2008-09-19,3.08
2008-09-12,3.25
2008-09-05,3.28
2008-08-29,3.39
2008-08-22,3.39
2008-08-15,3.49
2008-08-08,3.55
2008-08-01,3.61
2008-07-25,3.72
2008-07-18,3.56
2008-07-11,3.48
2008-07-04,3.61
2008-06-27,3.74
2008-06-20,3.87
2008-06-13,3.8
2008-06-06,3.55
2008-05-30,3.63
2008-05-23,3.42
2008-05-16,3.43
2008-05-09,3.42
2008-05-02,3.41
2008-04-25,3.36
2008-04-18,3.17
2008-04-11,3.03
2008-04-04,3.02
2008-03-28,2.99
2008-03-21,2.79
2008-03-14,2.93
2008-03-07,3.0
2008-02-29,3.25
2008-02-22,3.33
2008-02-15,3.17
2008-02-08,3.13
2008-02-01,3.2
2008-01-25,3.1
2008-01-18,3.29
2008-01-11,3.44
2008-01-04,3.56
2007-12-28,3.88
2007-12-21,3.77
2007-12-14,3.75
2007-12-07,3.61
2007-11-30,3.62
2007-11-23,3.71
2007-11-16,3.96
2007-11-09,4.06
2007-11-02,4.19
2007-10-26,4.18
2007-10-19,4.37
2007-10-12,4.5
2007-10-05,4.38
2007-09-28,4.41
2007-09-21,4.38
2007-09-14,4.24
2007-09-07,4.29
2007-08-31,4.39
2007-08-24,4.46
2007-08-17,4.53
2007-08-10,4.67
2007-08-03,4.66
2007-07-27,4.8
2007-07-20,4.97
2007-07-13,5.05
2007-07-06,5.04
2007-06-29,5.02
2007-06-22,5.08
2007-06-15,5.16
2007-06-08,4.99
2007-06-01,4.87
2007-05-25,4.79
2007-05-18,4.67
2007-05-11,4.58
2007-05-04,4.58
2007-04-27,4.58
2007-04-20,4.62
2007-04-13,4.67
2007-04-06,4.61
2007-03-30,4.54
2007-03-23,4.5
2007-03-16,4.47
2007-03-09,4.48
2007-03-02,4.52
2007-02-23,4.69
2007-02-16,4.74
2007-02-09,4.76
2007-02-02,4.85
2007-01-26,4.82
2007-01-19,4.76
2007-01-12,4.7
2007-01-05,4.65
2006-12-29,4.66
2006-12-22,4.57
2006-12-15,4.53
2006-12-08,4.44
2006-12-01,4.48
2006-11-24,4.57
2006-11-17,4.61
2006-11-10,4.62
2006-11-03,4.6
2006-10-27,4.74
2006-10-20,4.75
2006-10-13,4.74
2006-10-06,4.57
2006-09-29,4.56
2006-09-22,4.67
2006-09-15,4.74
2006-09-08,4.74
2006-09-01,4.73
2006-08-25,4.77
2006-08-18,4.85
2006-08-11,4.88
2006-08-04,4.9
2006-07-28,4.99
2006-07-21,5.03
2006-07-14,5.07
2006-07-07,5.14
2006-06-30,5.19
2006-06-23,5.16
2006-06-16,5.02
2006-06-09,4.96
2006-06-02,5.01
2006-05-26,4.98
