https://www.CryptoDataDownload.com,,,,,,,,,
unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1.60341E+12,10/23/2020 0:00,DOT/USDT,4.272,4.492,4.184,4.266,13498558.6,58427270.37,147150
1.60332E+12,10/22/2020 0:00,DOT/USDT,4.136,4.345,4.124,4.274,11088616.7,47267837.72,124671
1.60324E+12,10/21/2020 0:00,DOT/USDT,3.904,4.247,3.89,4.136,13125316.1,53572608.68,145854
1.60315E+12,10/20/2020 0:00,DOT/USDT,3.988,4.15,3.863,3.903,11666325.9,46726213.25,128705
1.60307E+12,10/19/2020 0:00,DOT/USDT,4.109,4.125,3.953,3.989,5237793.8,21162380.48,72331
1.60298E+12,10/18/2020 0:00,DOT/USDT,3.967,4.13,3.956,4.111,4442084.6,18073012.05,63149
1.60289E+12,10/17/2020 0:00,DOT/USDT,3.917,3.982,3.862,3.967,3942619,15522896.53,65474
1.60281E+12,10/16/2020 0:00,DOT/USDT,4.102,4.161,3.79,3.916,9332072.8,36847321.3,114533
1.60272E+12,10/15/2020 0:00,DOT/USDT,4.186,4.193,4.019,4.103,8460458.8,34825148.62,100329
1.60263E+12,10/14/2020 0:00,DOT/USDT,4.254,4.388,4.074,4.186,11394825.4,48479022.35,125398
1.60255E+12,10/13/2020 0:00,DOT/USDT,4.31,4.349,4.125,4.254,8263068,35167246.76,111800
1.60246E+12,10/12/2020 0:00,DOT/USDT,4.248,4.455,4.178,4.311,14438897.4,62701790.4,163900
1.60237E+12,10/11/2020 0:00,DOT/USDT,4.262,4.343,4.164,4.248,8330751.3,35447089.49,105541
1.60229E+12,10/10/2020 0:00,DOT/USDT,4.254,4.49,4.223,4.262,11444963.4,49754388.15,123818
1.6022E+12,10/9/2020 0:00,DOT/USDT,4.115,4.353,4.01,4.257,13744416,57535531.39,131323
1.60212E+12,10/8/2020 0:00,DOT/USDT,3.849,4.16,3.621,4.117,18897243,73202638.61,170798
1.60203E+12,10/7/2020 0:00,DOT/USDT,3.743,3.885,3.591,3.85,15267754,57443612.33,149282
1.60194E+12,10/6/2020 0:00,DOT/USDT,4.159,4.179,3.592,3.743,17071553.3,66795807.17,162599
1.60186E+12,10/5/2020 0:00,DOT/USDT,4.177,4.245,4.104,4.16,6958518.5,29110841.31,70153
1.60177E+12,10/4/2020 0:00,DOT/USDT,4.061,4.198,4.006,4.178,5334150.7,21889783.16,62032
1.60168E+12,10/3/2020 0:00,DOT/USDT,4.125,4.147,4.024,4.061,4591505,18760415.21,77018
1.6016E+12,10/2/2020 0:00,DOT/USDT,4.346,4.366,3.848,4.125,12576507.8,51380513.84,159053
1.60151E+12,10/1/2020 0:00,DOT/USDT,4.35,4.593,4.241,4.348,14286848.1,63245898.78,170427
1.60142E+12,9/30/2020 0:00,DOT/USDT,4.499,4.505,4.237,4.35,8146297.3,35468405.25,108747
1.60134E+12,9/29/2020 0:00,DOT/USDT,4.454,4.617,4.352,4.499,13468351.9,60493870.09,150785
1.60125E+12,9/28/2020 0:00,DOT/USDT,4.3,4.596,4.203,4.456,16281359.8,72187753.14,184479
1.60116E+12,9/27/2020 0:00,DOT/USDT,4.33,4.368,4.11,4.301,7868546.8,33419518.98,89618
1.60108E+12,9/26/2020 0:00,DOT/USDT,4.417,4.485,4.224,4.331,6762111,29365085.79,77748
1.60099E+12,9/25/2020 0:00,DOT/USDT,4.38,4.534,4.236,4.416,10448990.3,45590387.69,110523
1.60091E+12,9/24/2020 0:00,DOT/USDT,4.017,4.469,3.96,4.38,16488091.9,69850988.34,151369
1.60082E+12,9/23/2020 0:00,DOT/USDT,4.162,4.327,3.939,4.017,18670450.4,76994576.61,161213
1.60073E+12,9/22/2020 0:00,DOT/USDT,4.069,4.21,3.9,4.164,13963592,57042622.58,148926
1.60065E+12,9/21/2020 0:00,DOT/USDT,4.661,4.699,3.906,4.069,26452655.3,110950725,295235
1.60056E+12,9/20/2020 0:00,DOT/USDT,4.926,4.974,4.376,4.661,13744406.2,64283026.79,183256
1.60047E+12,9/19/2020 0:00,DOT/USDT,5.269,5.273,4.806,4.929,7722368.4,39034734.94,121221
1.60039E+12,9/18/2020 0:00,DOT/USDT,5.338,5.465,5.091,5.268,11417450.6,60087416.03,149500
1.6003E+12,9/17/2020 0:00,DOT/USDT,5.077,5.432,5.049,5.34,13989325.4,73501634.26,181041
1.60021E+12,9/16/2020 0:00,DOT/USDT,5.061,5.291,4.969,5.082,12657543,64550748.15,154575
1.60013E+12,9/15/2020 0:00,DOT/USDT,5.363,5.452,5.044,5.062,15695368.3,82868624.71,198085
1.60004E+12,9/14/2020 0:00,DOT/USDT,5.33,5.584,5.089,5.365,21796482.8,116318069.6,265678
1.59996E+12,9/13/2020 0:00,DOT/USDT,5.143,5.481,4.77,5.33,28970409.1,148730182.5,299639
1.59987E+12,9/12/2020 0:00,DOT/USDT,4.65,5.304,4.499,5.143,23105202.5,113048250,253417
1.59978E+12,9/11/2020 0:00,DOT/USDT,4.578,4.744,4.294,4.651,12384407.3,55592867.82,163775
1.5997E+12,9/10/2020 0:00,DOT/USDT,4.707,4.9,4.442,4.577,14627909.7,67939571.39,184207
1.59961E+12,9/9/2020 0:00,DOT/USDT,4.268,4.8,4.132,4.706,15706478.6,70547746.7,200449
1.59952E+12,9/8/2020 0:00,DOT/USDT,4.598,4.632,4.108,4.274,15114305.5,65512831.68,200259
1.59944E+12,9/7/2020 0:00,DOT/USDT,4.789,4.836,4.001,4.598,22395692.9,98202516.23,275727
1.59935E+12,9/6/2020 0:00,DOT/USDT,4.145,4.946,3.726,4.789,33884882.7,149491742.4,369997
1.59926E+12,9/5/2020 0:00,DOT/USDT,5.102,5.315,3.55,4.145,48012193.8,210720123.8,520687
1.59918E+12,9/4/2020 0:00,DOT/USDT,5.68,5.995,4.467,5.105,46084440.4,242347856,530718
1.59909E+12,9/3/2020 0:00,DOT/USDT,6.144,6.339,5.55,5.68,40503527.5,243713961.4,486150
1.599E+12,9/2/2020 0:00,DOT/USDT,6.254,6.46,5.51,6.136,27104128,162883902.3,356624
1.59892E+12,9/1/2020 0:00,DOT/USDT,6.275,6.889,6.125,6.253,24095350.4,156488512.1,367297
1.59883E+12,8/31/2020 0:00,DOT/USDT,5.898,6.479,5.762,6.275,22653228.3,139095930.7,335341
1.59875E+12,8/30/2020 0:00,DOT/USDT,6.148,6.237,5.721,5.899,20792243.5,124584142,290927
1.59866E+12,8/29/2020 0:00,DOT/USDT,6.186,6.571,6.018,6.144,24587097.5,155229777.9,320667
1.59857E+12,8/28/2020 0:00,DOT/USDT,5.658,6.388,5.511,6.179,33421289.7,199764540.1,427225
1.59849E+12,8/27/2020 0:00,DOT/USDT,6.092,6.828,5.23,5.668,75224186.8,449647538.5,916615
1.5984E+12,8/26/2020 0:00,DOT/USDT,5.56,6.598,5.102,6.092,51031902.3,300034766.2,718104
1.59831E+12,8/25/2020 0:00,DOT/USDT,4.585,5.776,4.492,5.56,54379664.2,274657179.7,755276
1.59823E+12,8/24/2020 0:00,DOT/USDT,3.993,4.81,3.755,4.594,27131790.2,116315362.2,347435
1.59814E+12,8/23/2020 0:00,DOT/USDT,4.482,4.5,3.706,3.993,23021804,92770491.17,288821
1.59805E+12,8/22/2020 0:00,DOT/USDT,2.92,5.1,2.92,4.465,34281718.6,133878465.8,415916
